# SN2012ht magnitudes from Swift UVOT                                                        
# generated Thu Sep 3 14:31:14 CDT 2015 using version 2015.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel4.2(Bld31)_25Nov2013 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
#                                                                                           
# There are no known issues with this photometry.                                           
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
UVW2     56282.7855  19.828   0.250  20.345  11.089   0.105   0.024  3.0  0.0110     776.30   11668.23
UVW2     56287.3569  16.589   0.073  20.523  11.089   2.073   0.139  3.0  0.0110    1122.57   63003.30
UVW2     56287.7973  16.470   0.087  19.573  11.089   2.312   0.186  3.0  0.0110     241.30     245.16
UVW2     56289.3130  16.236   0.076  20.013  11.089   2.868   0.201  3.0  0.0110     468.15   46237.75
UVW2     56289.3278  16.133   0.074  20.146  11.089   3.153   0.215  3.0  0.0110     568.81   45842.17
UVW2     56289.9343  16.011   0.076  19.892  11.089   3.528   0.247  3.0  0.0110     388.55     394.78
UVW2     56291.0925  15.971   0.070  20.520  11.089   3.661   0.238  3.0  0.0110    1078.38    6319.71
UVW2     56292.4726  15.968   0.077  19.786  11.089   3.672   0.259  3.0  0.0110     345.93   81423.31
UVW2     56295.8756  15.993   0.074  20.086  11.089   3.589   0.243  3.0  0.0110     532.23     540.76
UVW2     56297.8157  16.240   0.071  20.577  11.089   2.857   0.187  3.0  0.0110    1209.94   12005.95
UVW2     56299.7536  16.324   0.079  19.854  11.089   2.645   0.192  3.0  0.0110     377.73     383.78
UVW2     56301.7141  16.602   0.075  20.346  11.089   2.047   0.142  3.0  0.0110     768.24    5946.83
UVW2     56303.1288  16.689   0.076  20.292  11.089   1.889   0.132  3.0  0.0110     757.95   17390.98
UVW2     56305.6512  17.117   0.081  20.296  11.089   1.274   0.095  3.0  0.0110     716.08    6099.11
UVW2     56314.5344  17.891   0.093  20.387  11.089   0.625   0.054  3.0  0.0110     787.72   29422.20
UVW2     56320.1448  18.305   0.120  20.149  11.089   0.426   0.047  3.0  0.0110     547.77    5632.00
UVW2     56326.4376  18.927   0.190  19.893  11.089   0.241   0.042  3.0  0.0110     396.97   75158.94
UVW2     56332.6327  19.112   0.190  20.066  11.089   0.203   0.036  3.0  0.0110     486.75    5731.24
UVW2     56338.7092  19.191   0.181  20.210  11.089   0.189   0.031  3.0  0.0110     618.43   98402.31
UVW2     56344.8175  19.500   0.226  20.174  11.089   0.142   0.030  3.0  0.0110     567.46   23494.34
UVW2     56350.7266  19.783   0.290  20.105  11.089   0.109   0.029  3.0  0.0110     508.41    5748.65
UVW2     56357.6112    NULL    NULL  20.080  11.089   0.061   0.027  3.0  0.0110     487.74    4987.50
UVW2     56362.6610    NULL    NULL  19.675  11.089   0.064   0.037  3.0  0.0110     262.57     266.78
UVW2     56368.5584    NULL    NULL  20.145  11.089   0.041   0.025  3.0  0.0110     542.86    5472.76
UVW2     56374.1071    NULL    NULL  20.138  11.089  -0.003   0.022  3.0  0.0110     558.60    6020.02
UVW2     56380.0896    NULL    NULL  20.092  11.089  -0.000   0.023  3.0  0.0110     509.38   12167.01
UVW2     56386.0841    NULL    NULL  20.069  11.089  -0.011   0.023  3.0  0.0110     517.92   11627.50
UVW2     56392.3053    NULL    NULL  19.878  11.089  -0.061   0.024  3.0  0.0110     372.37   46975.50
UVW2     56398.3183    NULL    NULL  20.091  11.088  -0.013   0.022  3.0  0.0110     477.90   12597.16
UVW2     57111.7031    NULL    NULL  19.396  11.088  -0.073   0.032  3.0  0.0110     193.67     196.77
UVW2     57116.0864    NULL    NULL  19.673  11.089  -0.066   0.028  3.0  0.0110     302.91     307.76
UVW2     57123.4784    NULL    NULL  19.063  11.088  -0.053   0.042  3.0  0.0110     115.92     117.78
UVW2     57137.2436    NULL    NULL  19.137  11.089  -0.086   0.039  3.0  0.0110     142.48     144.76
UVW2     57210.6537    NULL    NULL  20.354  11.089  -0.068   0.017  3.0  0.0110     984.57   40841.41
#                                                                                           
UVM2     56286.9747  17.178   0.134  19.028  10.557   0.739   0.091  3.0  0.0110     162.50     165.11
UVM2     56289.9394  16.524   0.090  19.336  10.557   1.350   0.112  3.0  0.0110     266.79     271.07
UVM2     56291.0993  16.373   0.071  19.996  10.557   1.552   0.101  3.0  0.0110     691.06    6116.94
UVM2     56295.8826  16.312   0.078  19.556  10.557   1.642   0.119  3.0  0.0110     367.03     372.91
UVM2     56297.8207  16.552   0.070  20.148  10.557   1.316   0.085  3.0  0.0110     894.52   11791.88
UVM2     56299.7587  16.667   0.091  19.372  10.557   1.184   0.100  3.0  0.0110     289.28     293.92
UVM2     56301.7207  16.982   0.071  20.319  10.557   0.886   0.058  3.0  0.0110    1191.26    6019.86
UVM2     56303.1314  17.156   0.074  20.320  10.557   0.754   0.052  3.0  0.0110    1129.84   17379.79
UVM2     56305.6575  17.496   0.080  20.291  10.557   0.551   0.041  3.0  0.0110    1108.71    6276.18
UVM2     56314.5410  18.223   0.100  20.321  10.557   0.282   0.026  3.0  0.0110    1154.83   29761.37
UVM2     56320.1493  18.283   0.114  20.135  10.557   0.267   0.028  3.0  0.0110     886.12    5397.34
UVM2     56326.4400  19.054   0.199  19.928  10.557   0.131   0.024  3.0  0.0110     639.50   75284.72
UVM2     56332.6367  19.131   0.189  20.081  10.557   0.122   0.021  3.0  0.0110     759.27    5539.64
UVM2     56338.7131  19.646   0.245  20.188  10.557   0.076   0.017  3.0  0.0110     909.81   98663.86
UVM2     56344.6888    NULL    NULL  19.793  10.557   0.042   0.021  3.0  0.0110     488.33     496.15
UVM2     56350.7305    NULL    NULL  20.010  10.557   0.051   0.018  3.0  0.0110     723.21    5524.81
UVM2     56357.6153    NULL    NULL  20.076  10.557   0.042   0.017  3.0  0.0110     739.19    4921.05
UVM2     56362.6657    NULL    NULL  19.661  10.557   0.014   0.021  3.0  0.0110     408.72     415.27
UVM2     56368.5625    NULL    NULL  20.063  10.557  -0.011   0.014  3.0  0.0110     810.22    5154.16
UVM2     56374.1114    NULL    NULL  20.100  10.557  -0.004   0.014  3.0  0.0110     831.87    5705.40
UVM2     56380.0941    NULL    NULL  20.032  10.557  -0.026   0.013  3.0  0.0110     726.99   12540.40
UVM2     56386.1522    NULL    NULL  18.238  10.558  -0.013   0.053  3.0  0.0110      63.71      64.73
UVM2     56392.5803    NULL    NULL  19.645  10.557  -0.052   0.016  3.0  0.0110     405.72     412.22
UVM2     56398.3221    NULL    NULL  19.944  10.557  -0.061   0.013  3.0  0.0110     663.95   12500.31
UVM2     57111.7066    NULL    NULL  19.408  10.557  -0.046   0.020  3.0  0.0110     302.47     307.32
UVM2     57116.0918    NULL    NULL  19.650  10.557  -0.054   0.016  3.0  0.0110     460.10     467.48
UVM2     57123.4804    NULL    NULL  18.924  10.557  -0.063   0.025  3.0  0.0110     154.76     157.24
UVM2     57137.2460    NULL    NULL  19.067  10.557  -0.064   0.024  3.0  0.0110     202.04     205.28
UVM2     57210.6605    NULL    NULL  20.362  10.557  -0.050   0.010  3.0  0.0110    1474.42   41150.05
#                                                                                           
UVW1     56282.7790  17.751   0.078  20.457  11.150   0.751   0.054  3.0  0.0110     944.27   11839.43
UVW1     56287.3755  14.877   0.051  20.704  11.150  10.595   0.497  5.0  0.0110    1656.62   57883.68
UVW1     56287.7927  14.857   0.065  19.290  11.150  10.791   0.643  3.0  0.0110     171.03     173.77
UVW1     56289.9284  14.434   0.055  19.360  11.150  15.939   0.807  5.0  0.0110     193.67     196.77
UVW1     56291.0844  14.390   0.049  20.024  11.150  16.596   0.751  5.0  0.0110     538.92    6045.10
UVW1     56291.9840  14.514   0.065  19.006  11.151  14.803   0.889  3.0  0.0110     120.85     122.79
UVW1     56295.8676  14.543   0.055  19.560  11.150  14.412   0.732  5.0  0.0110     266.50     270.77
UVW1     56297.8100  14.832   0.060  20.080  11.151  11.046   0.606  3.0  0.0110     604.61   11911.37
UVW1     56299.8202  14.986   0.061  19.758  11.151   9.581   0.540  3.0  0.0110     386.34   12691.32
UVW1     56301.7086  15.230   0.061  19.949  11.150   7.659   0.432  3.0  0.0110     461.12    5906.23
UVW1     56303.1264  15.483   0.062  19.982  11.150   6.066   0.348  3.0  0.0110     453.76   17387.65
UVW1     56305.6460  15.725   0.064  19.948  11.150   4.853   0.285  3.0  0.0110     429.63    5972.77
UVW1     56314.5290  16.603   0.070  20.035  11.150   2.162   0.140  3.0  0.0110     471.71   29149.66
UVW1     56320.1411  17.129   0.085  19.828  11.150   1.331   0.105  3.0  0.0110     328.26    5860.68
