# SN2016gkg magnitudes from Swift UVOT                                                        
# generated Wed Sep 28 09:42:54 CDT 2016 using version 2015.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel4.5(Bld34)_27Jul2015 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
#                                                                                           
# No templates yet.  This data contains the early observations when the 
# SN was much brighter than the underlying host (which is at least two mags fainter).
# The later data require galaxy subtraction.                                           
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
UVW2     57652.6627  13.923   0.038  20.100  11.085  24.140   0.840  5.0  0.0110     314.73     319.78
UVW2     57652.7290  14.046   0.039  20.143  11.085  21.565   0.781  5.0  0.0110     314.73     319.78
UVW2     57652.7949  14.227   0.046  19.683  11.085  18.249   0.769  5.0  0.0110     175.34     178.15
UVW2     57653.0840  14.880   0.095  17.853  11.087   9.997   0.876  5.0  0.0110      27.86      28.31
UVW2     57653.1505  14.954   0.104  17.709  11.086   9.344   0.898  5.0  0.0110      22.73      23.09
UVW2     57653.7326  16.252   0.071  20.253  11.085   2.827   0.185  3.0  0.0110     314.73     319.78
#                                                                                           
UVM2     57652.7319  13.691   0.085  15.977  10.555  18.344   1.444  5.0  0.0110       6.33       6.43
UVM2     57653.0738  14.847   0.077  18.627  10.555   6.325   0.449  3.0  0.0110      76.54      77.76
UVM2     57653.1247  14.891   0.062  19.483  10.555   6.075   0.345  3.0  0.0110     191.67     194.75
UVM2     57653.1413  15.022   0.084  18.492  10.555   5.387   0.417  3.0  0.0110      68.66      69.76
UVM2     57653.1895  15.046   0.063  19.495  10.555   5.265   0.304  3.0  0.0110     203.50     206.76
UVM2     57653.2153  15.183   0.180  16.781  10.554   4.644   0.768  3.0  0.0110      12.57      12.77
UVM2     57653.2564  15.245   0.065  19.590  10.554   4.386   0.264  3.0  0.0110     200.54     203.75
UVM2     57653.3224  15.459   0.068  19.583  10.555   3.600   0.226  3.0  0.0110     204.49     207.77
UVM2     57653.3894  15.655   0.072  19.589  10.555   3.006   0.199  3.0  0.0110     199.67     202.87
UVM2     57653.7369  16.040   0.075  19.775  10.555   2.108   0.145  3.0  0.0110     248.94     252.93
#                                                                                           
UVW1     57652.6579  13.745   0.038  19.437  11.146  30.060   1.043  5.0  0.0110     157.25     159.77
