# really just a copy of the 14.1 data
# 
# SN2014J magnitudes from Swift UVOT                                                        
# generated Tue Aug 5 14:09:14 CDT 2014 using version 2014.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel4.2(Bld31)_25Nov2013 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.           
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# V               26.4178        1.08009
# B               28.1438        1.21655
# U               8.20553       0.416315
# UVW1            1.15021      0.0652873
# UVM2          0.0876749      0.0106618
# UVW2           0.302388      0.0245797
#                                                                                           
# BV data too faint due to bright underlying galaxy light                                          
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
UVW2     56679.4377  17.050   0.088  20.095  11.091   1.355   0.110  3.0  0.0110     629.66     639.76
UVW2     56680.1872  16.757   0.093  19.572  11.093   1.775   0.153  3.0  0.0110     303.35   23086.07
UVW2     56680.5998  16.636   0.087  19.823  11.091   1.984   0.159  3.0  0.0110     393.23    5961.26
UVW2     56681.3990  16.431   0.084  19.810  11.091   2.396   0.185  3.0  0.0110     393.23    5954.40
UVW2     56682.1699  16.271   0.082  19.789  11.091   2.776   0.210  3.0  0.0110     374.75     380.76
UVW2     56682.6802  16.241   0.076  20.288  11.092   2.855   0.200  3.0  0.0110     940.89   52016.32
UVW2     56683.4062  16.108   0.080  19.810  11.091   3.227   0.238  3.0  0.0110     393.22    4911.02
UVW2     56684.3993  15.965   0.079  19.799  11.091   3.682   0.267  3.0  0.0110     393.24    5960.49
UVW2     56685.6791  15.936   0.078  19.798  11.091   3.780   0.273  3.0  0.0110     393.23    5962.18
UVW2     56686.8127  15.868   0.078  19.793  11.091   4.027   0.289  3.0  0.0110     393.23    6202.86
UVW2     56687.9318  15.866   0.078  19.805  11.091   4.031   0.289  3.0  0.0110     393.24    6163.64
UVW2     56688.3326  15.807   0.077  19.807  11.091   4.258   0.304  3.0  0.0110     393.22    5940.20
UVW2     56689.4154  15.840   0.075  20.126  11.092   4.129   0.284  3.0  0.0110     714.60   97533.40
UVW2     56689.5060  15.811   0.061  21.197  11.091   4.244   0.237  5.0  0.0110    8575.70   79245.41
UVW2     56689.3352  15.870   0.078  19.797  11.091   4.018   0.288  3.0  0.0110     393.23    5235.23
UVW2     56690.3322  15.811   0.077  19.803  11.091   4.242   0.303  3.0  0.0110     393.22    5977.82
UVW2     56691.0513  15.921   0.081  19.616  11.091   3.832   0.285  3.0  0.0110     294.54   34457.95
UVW2     56691.1180  15.853   0.081  19.544  11.091   4.081   0.304  3.0  0.0110     263.47   34448.67
UVW2     56691.4652  15.875   0.078  19.801  11.091   3.998   0.287  3.0  0.0110     393.32    5930.78
UVW2     56692.3341  15.867   0.078  19.797  11.091   4.031   0.289  3.0  0.0110     393.24    6404.24
UVW2     56692.7855  15.882   0.093  18.970  11.091   3.972   0.342  3.0  0.0110     111.96     113.75
UVW2     56693.6643  15.941   0.079  19.798  11.091   3.763   0.272  3.0  0.0110     393.23    5962.60
UVW2     56693.8408  15.960   0.081  19.610  11.091   3.698   0.277  3.0  0.0110     282.18   11675.70
UVW2     56693.9076  15.969   0.082  19.586  11.091   3.667   0.277  3.0  0.0110     269.03   11640.79
UVW2     56695.5312  16.077   0.080  19.815  11.091   3.319   0.244  3.0  0.0110     393.24    5959.73
UVW2     56695.5189  16.111   0.104  18.822  11.091   3.220   0.310  3.0  0.0110      88.38      89.80
UVW2     56695.6754  16.055   0.087  19.358  11.091   3.389   0.272  3.0  0.0110     195.20    5572.19
UVW2     56696.6653  16.068   0.080  19.801  11.091   3.348   0.246  3.0  0.0110     393.24    5966.62
UVW2     56696.7182  16.077   0.103  18.837  11.091   3.319   0.316  3.0  0.0110      88.57      89.98
UVW2     56696.8113  16.046   0.088  19.317  11.091   3.418   0.278  3.0  0.0110     178.03    5850.37
UVW2     56697.3344  16.142   0.080  19.808  11.091   3.126   0.231  3.0  0.0110     393.23    5959.02
UVW2     56698.6650  16.043   0.079  19.790  11.091   3.425   0.251  3.0  0.0110     390.65    5750.87
UVW2     56699.2681  16.370   0.083  19.804  11.091   2.536   0.194  3.0  0.0110     393.23    5215.96
UVW2     56701.4638  16.549   0.085  19.801  11.091   2.149   0.169  3.0  0.0110     393.22    5959.76
UVW2     56702.8638  16.632   0.087  19.807  11.091   1.992   0.159  3.0  0.0110     393.21    5959.55
UVW2     56703.7647  16.794   0.103  19.382  11.091   1.716   0.162  3.0  0.0110     196.62     199.77
UVW2     56705.5305  16.859   0.091  19.795  11.092   1.615   0.135  3.0  0.0110     393.22    5960.17
UVW2     56706.7989  17.080   0.096  19.802  11.092   1.318   0.116  3.0  0.0110     393.23    5655.50
UVW2     56707.7971  17.052   0.095  19.799  11.092   1.353   0.118  3.0  0.0110     393.22    5959.68
UVW2     56708.5978  17.123   0.097  19.794  11.092   1.267   0.113  3.0  0.0110     393.24    5958.79
UVW2     56709.8312  17.151   0.115  19.347  11.092   1.235   0.131  3.0  0.0110     196.62     199.77
UVW2     56713.0680  17.432   0.106  19.794  11.092   0.953   0.093  3.0  0.0110     393.22    5959.17
UVW2     56749.4827  18.773   0.192  19.814  11.091   0.277   0.049  3.0  0.0110     393.23   75054.09
UVW2     56753.7469  18.975   0.217  19.808  11.092   0.230   0.046  3.0  0.0110     393.23    5801.07
UVW2     56757.4449  18.998   0.177  20.170  11.092   0.225   0.037  3.0  0.0110     760.23   69319.26
#                                                                                           
UVM2     56679.4496    NULL    NULL  20.113  10.557   0.025   0.015  3.0  0.0110     757.06     769.19
UVM2     56680.1989    NULL    NULL  20.306  10.557   0.014   0.013  3.0  0.0110    1001.47   28184.80
UVM2     56680.6036    NULL    NULL  19.811  10.557   0.024   0.019  3.0  0.0110     440.35    5984.18
UVM2     56681.4042  19.999   0.249  20.549  10.557   0.055   0.013  3.0  0.0110    1515.49    6229.95
UVM2     56682.1765    NULL    NULL  20.125  10.557   0.034   0.016  3.0  0.0110     748.78     760.78
UVM2     56682.6647  20.217   0.280  20.602  10.557   0.045   0.012  3.0  0.0110    1636.64   52430.30
UVM2     56683.4095    NULL    NULL  19.895  10.557   0.057   0.020  3.0  0.0110     525.50    4844.45
UVM2     56684.4040  19.741   0.279  20.137  10.557   0.070   0.018  3.0  0.0110     753.89    6146.59
UVM2     56684.5704  19.790   0.145  21.147  10.557   0.067   0.009  3.0  0.0110    4851.07   13163.05
UVM2     56685.6831  19.362   0.231  20.038  10.557   0.099   0.021  3.0  0.0110     653.54    6034.67
UVM2     56686.4080  19.661   0.164  20.821  10.557   0.075   0.011  3.0  0.0110    2557.67   18781.06
UVM2     56686.8159  19.921   0.351  19.995  10.557   0.059   0.019  3.0  0.0110     606.33    6131.24
UVM2     56687.5767  19.718   0.161  20.916  10.557   0.071   0.011  3.0  0.0110    2986.18   13033.86
