"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4551","SN 2007tl","01:11:04.910","-00:15:43.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-10 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4552","SN 2007tm","02:06:04.740","-03:32:29.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-10 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4553","SN 2007tn","02:28:14.789","-08:36:32.18","SN II","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-10 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=II   ]",""
"4554","SN 2007to","02:29:42.060","-09:02:05.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-10 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4555","SN 2007tp","02:30:23.940","-09:13:39.79","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-10 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4556","SN 2007tq","02:29:23.340","-07:52:27.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-16 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4557","SN 2007tr","01:10:48.010","+00:13:36.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-18 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4558","SN 2007ts","01:07:58.169","+00:27:49.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-11-05 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4559","SN 2007tt","01:11:20.520","-00:12:19.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-11-05 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4560","SN 2007tu","01:14:05.220","-00:36:25.60","SN II","","Anon.           ","","","","","","","","","0","1","","0","","2007-11-05 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=II   ]",""
"4561","SN 2007tv","02:05:13.330","-05:01:42.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-11-05 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4562","SN 2007tw","02:05:32.959","-05:02:46.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-11-05 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
