"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"1"," 1006","15:16:00.000","-41:54:00.00","","","Milky Way       ","","","","","","","","","0","1","","-9","","1006-05-06 00:00:00.000","","[Discoverer=Chinese observers; Kepler&#039;s SN; DiscoveryRef=; PositionRef=MNRAS 209,449; Orig Type=Unknown]",""
"2","SN 1054","05:34:31.889","+22:00:51.98","SN I","","Milky Way       ","","","","","","","","","0","1","","-4","","1054-08-27 00:00:00.000","","[Discoverer=Chinese observers; DiscoveryRef=; PositionRef=AA 1997; Orig Type=I?   ]",""
"3","SN 1572","00:24:48.600","+64:08:48.98","SN I","","Milky Way       ","","","","","","","","","0","1","","-4","","1572-11-06 00:00:00.000","","[Discoverer=Schueler; Hainzel; Lindauer; Maestlin; Brahe; Maurolyco; Chinese observers; DiscoveryRef=; PositionRef=Dreyer 1890; Orig Type=I    ]",""
"4","SN 1604","17:30:38.599","-21:28:52.00","SN I","","Milky Way       ","","","","","","","","","0","1","","-3","","1604-10-09 00:00:00.000","","[Discoverer=Altobelli; Brunowski; Asian observers (V843 Oph); DiscoveryRef=; PositionRef=Clark &amp; Steph.; Orig Type=I    ]",""
"5"," 1885A","00:42:43.100","+41:16:04.00","","-0.00097","NGC 224         ","","","","","","","","","0","1","","5.8","","1885-08-17 00:00:00.000","","[Discoverer=Hartwig (S And); DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"6"," 1895A","12:27:17.100","+09:25:01.00","","","NGC 4424        ","","","","","","","","","0","1","","12.5","","1895-03-16 00:00:00.000","","[Discoverer=Wolf (VW Vir); DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"7"," 1895B","13:39:57.300","-31:38:08.00","","","NGC 5253        ","","","","","","","","","0","1","","8","","1895-07-07 00:00:00.000","","[Discoverer=Fleming (Z Cen); DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"8"," 1901A","08:11:15.050","+25:12:30.60","","","NGC 2535        ","","","","","","","","","0","1","","14.7","","1901-01-10 00:00:00.000","","[Discoverer=Reinmuth; DiscoveryRef=; PositionRef=AN 221,47; Orig Type=Unknown]",""
"9"," 1901B","12:22:47.000","+15:49:26.00","","","NGC 4321        ","","","","","","","","","0","1","","15.6","","1901-03-17 00:00:00.000","","[Discoverer=Curtis; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"10"," 1907A","12:46:02.600","-08:39:12.00","","","NGC 4674        ","","","","","","","","","0","1","","13.5","","1907-05-09 00:00:00.000","","[Discoverer=Luyten; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"11"," 1909A","14:02:02.600","+54:27:57.00","","","NGC 5457        ","","","","","","","","","0","1","","12.1","","1909-01-26 00:00:00.000","","[Discoverer=Wolf (SS UMa); DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"12"," 1912A","09:21:56.400","+50:58:50.00","","","NGC 2841        ","","","","","","","","","0","1","","13","","1912-02-19 00:00:00.000","","[Discoverer=Pease, Curtis; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"13"," 1914A","12:22:56.300","+15:47:31.00","","","NGC 4321        ","","","","","","","","","0","1","","15.7","","1914-03-02 00:00:00.000","","[Discoverer=Curtis; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"14"," 1915A","12:34:11.600","+02:39:02.00","","","NGC 4527        ","","","","","","","","","0","1","","15.5","","1915-03-20 00:00:00.000","","[Discoverer=Curtis; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"15"," 1916A","00:47:54.000","+19:35:49.00","","","NGC 251         ","","","","","","","","","0","1","","0","","","","[Discoverer=; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"16"," 1917A","20:34:46.900","+60:07:30.00","","","NGC 6946        ","","","","","","","","","0","1","","14.6","","1917-07-19 00:00:00.000","","[Discoverer=Ritchey; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"17"," 1919A","12:30:48.600","+12:25:04.00","","","NGC 4486        ","","","","","","","","","0","1","","12.3","","1919-02-24 00:00:00.000","","[Discoverer=Balanowsky; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"18"," 1920A","08:35:16.300","+28:28:30.00","","","NGC 2608        ","","","","","","","","","0","1","","11.8","","1920-01-01 00:00:00.000","","[Discoverer=Wolf; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
