"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"1001","SN 1994T","13:18:59.839","-02:09:01.58","SN Ia","","Anon.           ","","","","","","","","","0","1","","16","","1994-06-11 00:00:00.000","","[Discoverer=Peters, Challis; DiscoveryRef=IAUC 6007; PositionRef=IAUC 6008; Orig Type=Ia   ]",""
"1002","SN 1994U","13:04:56.131","-07:56:51.50","SN Ia","","NGC 4948        ","","","","","","","","","0","1","","14","","1994-06-27 00:00:00.000","","[Discoverer=Barker; DiscoveryRef=IAUC 6011; PositionRef=IAUC 6018; Orig Type=Ia   ]",""
"1003"," 1994V","14:54:40.399","-17:24:42.59","","","MCG -03-38-25   ","","","","","","","","","0","1","","17","","1994-07-14 00:00:00.000","","[Discoverer=McNaught; DiscoveryRef=IAUC 6012; PositionRef=IAUC 6022; Orig Type=Unknown]",""
"1004","SN 1994W","12:02:10.930","+62:08:32.78","SN IIP","","NGC 4041        ","","","","","","","","","0","1","","13.5","","1994-07-29 00:00:00.000","","[Discoverer=Cortini, Villi; DiscoveryRef=IAUC 6042; PositionRef=IAUC 6043; Orig Type=IIp  ]",""
"1005","SN 1994X","00:17:52.159","-24:37:10.88","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","1994-08-15 00:00:00.000","","[Discoverer=McNaught; DiscoveryRef=IAUC 6056; PositionRef=IAUC 6056; Orig Type=Ia   ]",""
"1006","SN 1994Y","13:55:36.910","+40:27:53.60","SN IIn","","NGC 5371        ","","","","","","","","","0","1","","15","","1994-08-19 00:00:00.000","","[Discoverer=Wren; DiscoveryRef=IAUC 6058; PositionRef=IAUC 6065; Orig Type=IIn  ]",""
"1007","SN 1994Z","00:21:16.601","-48:37:49.51","SN II","","NGC 87          ","","","","","","","","","0","1","","14.6","","1994-10-02 00:00:00.000","","[Discoverer=Wassilieff; DiscoveryRef=IAUC 6087; PositionRef=IAUC 6087; Orig Type=II   ]",""
"1008","SN 1995A","06:50:04.630","+26:22:50.99","SN Ia","","MCG +04-16-6    ","","","","","","","","","0","1","","18","","1995-01-02 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6131; PositionRef=IAUC 6131; Orig Type=Ia   ]",""
"1009","SN 1995aa","22:59:09.730","-04:30:57.31","SN IIn","","Anon.           ","","","","","","","","","0","1","","19.8","","1995-09-02 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6236; PositionRef=IAUC 6236; Orig Type=IIn  ]",""
"1010","SN 1995ab","23:26:44.460","-04:57:45.90","SN II","","NGC 7663        ","","","","","","","","","0","1","","17.7","","1995-09-22 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6237; PositionRef=IAUC 6237; Orig Type=II   ]",""
"1011","SN 1995ac","22:45:34.140","-08:45:04.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","1995-09-22 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6237; PositionRef=IAUC 6238; Orig Type=Ia   ]",""
"1012","SN 1995ad","06:01:06.130","-23:40:28.99","SN II","","NGC 2139        ","","","","","","","","","0","1","","14","","1995-09-28 00:00:00.000","","[Discoverer=Evans; DiscoveryRef=IAUC 6239; PositionRef=IAUC 6242; Orig Type=II   ]",""
"1013","SN 1995ae","23:16:55.651","-02:04:36.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","1995-09-22 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6241; PositionRef=IAUC 6241; Orig Type=Ia   ]",""
"1014"," 1995af","23:24:53.450","+41:24:11.48","","","Anon.           ","","","","","","","","","0","1","","18","","1995-09-01 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6242; PositionRef=IAUC 6242; Orig Type=Unknown]",""
"1015","SN 1995ag","21:56:19.380","+73:15:13.61","SN II","","UGC 11861       ","","","","","","","","","0","1","","17","","1995-09-28 00:00:00.000","","[Discoverer=Mueller; DiscoveryRef=IAUC 6244; PositionRef=IAUC 6246; Orig Type=II   ]",""
"1016","SN 1995ah","00:19:12.000","+15:06:00.00","SN II","0.0147","Anon.           ","","","","","","","","","0","1","","17.6","","1995-02-02 00:00:00.000","","[Discoverer=Popescu et al.; DiscoveryRef=IAUC 6245; PositionRef=; Orig Type=II   ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"1017","SN 1995ai","23:58:33.060","+10:43:23.92","SN II","","NGC 7794        ","","","","","","","","","0","1","","18.3","","1995-10-23 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6252; PositionRef=IAUC 6252; Orig Type=II   ]",""
"1018","SN 1995aj","02:28:36.641","+41:56:01.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","20","","1995-09-29 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6253; PositionRef=IAUC 6253; Orig Type=Ia   ]",""
"1019","SN 1995ak","02:45:48.830","+03:13:50.09","SN Ia","","IC 1844         ","","","","","","","","","0","1","","16.4","","1995-10-27 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6254; PositionRef=IAUC 6254; Orig Type=Ia   ]",""
"1020","SN 1995al","09:50:55.970","+33:33:09.40","SN Ia","","NGC 3021        ","","","","","","","","","0","1","","13","","1995-11-01 00:00:00.000","","[Discoverer=Pesci, Mazza; DiscoveryRef=IAUC 6255; PositionRef=IAUC 6255; Orig Type=Ia   ]",""
"1021","SN 1995am","00:47:47.100","+29:58:00.00","SN Ia","0.017","CGCG 501-16","","","","","","","","","0","1","","15","","1995-10-22 00:00:00.000","","[Discoverer=Lovas; DiscoveryRef=IAUC 6262; PositionRef=; Orig Type=Ia   ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"1022","SN 1995an","04:51:48.540","+08:50:39.70","SN II","","UGC 3188        ","","","","","","","","","0","1","","17.5","","1995-10-27 00:00:00.000","","[Discoverer=Mueller; DiscoveryRef=IAUC 6262; PositionRef=IAUC 6268; Orig Type=II   ]",""
"1023","SN 1995ao","02:57:30.701","-01:41:19.79","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","1995-11-18 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6267; PositionRef=IAUC 6267; Orig Type=Ia   ]",""
"1024","SN 1995ap","03:12:28.130","+00:41:43.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","1995-11-18 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6267; PositionRef=IAUC 6267; Orig Type=Ia   ]",""
"1025","SN 1995aq","00:29:04.260","+07:51:20.02","SN I","","Anon.           ","","","","","","","","","0","1","","22.4","","1995-11-19 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=I    ]",""
"1026","SN 1995ar","01:01:20.410","+04:18:33.80","SN I","","Anon.           ","","","","","","","","","0","1","","23.1","","1995-11-19 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=I    ]",""
"1027","SN 1995as","01:01:35.299","+04:26:14.78","SN I","","Anon.           ","","","","","","","","","0","1","","23.3","","1995-11-19 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=I    ]",""
"1028","SN 1995at","01:04:50.940","+04:33:52.99","SN I","","Anon.           ","","","","","","","","","0","1","","22.7","","1995-11-20 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=I    ]",""
"1029","SN 1995au","01:18:32.599","+07:54:03.49","SN I","","Anon.           ","","","","","","","","","0","1","","20.7","","1995-10-29 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=I    ]",""
"1030","SN 1995av","02:01:36.749","+03:38:55.21","SN II","","Anon.           ","","","","","","","","","0","1","","20.1","","1995-11-20 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=II   ]",""
"1031","SN 1995aw","02:24:55.541","+00:53:07.51","SN I","","Anon.           ","","","","","","","","","0","1","","22.5","","1995-11-19 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=I    ]",""
"1032","SN 1995ax","02:26:25.800","+00:48:44.21","SN I","","Anon.           ","","","","","","","","","0","1","","22.6","","1995-11-19 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=I    ]",""
"1033","SN 1995ay","03:01:07.519","+00:21:19.40","SN I","","Anon.           ","","","","","","","","","0","1","","22.7","","1995-11-20 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=I    ]",""
"1034","SN 1995az","04:40:33.590","-05:30:03.60","SN I","","Anon.           ","","","","","","","","","0","1","","24","","1995-11-20 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=I    ]",""
"1035","SN 1995B","07:17:33.821","+21:49:25.00","SN II","","Anon.           ","","","","","","","","","0","1","","19","","1995-01-06 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6132; PositionRef=IAUC 6132; Orig Type=II   ]",""
"1036","SN 1995ba","08:19:06.461","+07:43:21.22","SN I","","Anon.           ","","","","","","","","","0","1","","22.6","","1995-11-20 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 6270; PositionRef=IAUC 6270; Orig Type=I    ]",""
"1037","SN 1995bb","00:16:17.640","+12:24:53.39","SN Ic","","Anon.           ","","","","","","","","","0","1","","0","","1995-11-29 00:00:00.000","","[Discoverer=Tokarz, Garnavich; DiscoveryRef=IAUC 6271; PositionRef=IAUC 6271; Orig Type=Ic   ]",""
"1038","SN 1995bc","09:51:43.500","+40:18:50.62","SN II","","Anon.           ","","","","","","","","","0","1","","18.5","","1995-12-01 00:00:00.000","","[Discoverer=Mueller; DiscoveryRef=IAUC 6275; PositionRef=IAUC 6275; Orig Type=II   ]",""
"1039","SN 1995bd","04:45:21.240","+11:04:02.50","SN Ia","","UGC 3151        ","","","","","","","","","0","1","","18.8","","1995-12-19 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6278; PositionRef=IAUC 6278; Orig Type=Ia   ]",""
"1040"," 1995be","15:58:14.299","+19:46:06.49","","","Anon.           ","","","","","","","","","0","1","","19","","1995-07-18 00:00:00.000","","[Discoverer=McNaught; DiscoveryRef=IAUC 6433; PositionRef=IAUC 6433; Orig Type=Unknown]",""
