"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"1041"," 1995bf","16:04:20.400","+43:04:44.00","","","Anon.           ","","","","","","","","","0","1","","26.2","","1994-02-25 00:00:00.000","","[Discoverer=Gal-Yam, Sharon, Maoz; DiscoveryRef=IAUC 7700; PositionRef=IAUC 7700; Orig Type=Unknown]",""
"1042","SN 1995C","12:04:02.520","-31:36:02.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.5","","1995-02-08 00:00:00.000","","[Discoverer=McNaught; DiscoveryRef=IAUC 6133; PositionRef=IAUC 6133; Orig Type=Ia   ]",""
"1043","SN 1995D","09:40:54.751","+05:08:26.20","SN Ia","","NGC 2962        ","","","","","","","","","0","1","","14","","1995-02-10 00:00:00.000","","[Discoverer=Kushida; DiscoveryRef=IAUC 6134; PositionRef=IAUC 6156; Orig Type=Ia   ]",""
"1044","SN 1995E","07:51:56.750","+73:00:34.60","SN Ia","","NGC 2441        ","","","","","","","","","0","1","","15","","1995-02-20 00:00:00.000","","[Discoverer=Gabrijelcic; DiscoveryRef=IAUC 6137; PositionRef=IAUC 6138; Orig Type=Ia   ]",""
"1045","SN 1995F","09:04:57.401","+59:55:58.69","SN Ic","","NGC 2726        ","","","","","","","","","0","1","","14.7","","1995-02-10 00:00:00.000","","[Discoverer=Lane, Gray; DiscoveryRef=IAUC 6138; PositionRef=IAUC 6165; Orig Type=Ic   ]",""
"1046","SN 1995G","04:43:44.220","-05:18:53.78","SN IIP","","NGC 1643        ","","","","","","","","","0","1","","15.5","","1995-02-23 00:00:00.000","","[Discoverer=Evans, Shobbrook, Beaman; DiscoveryRef=IAUC 6138; PositionRef=IAUC 6140; Orig Type=IIp  ]",""
"1047","SN 1995H","11:06:55.421","+07:10:19.60","SN II","","NGC 3526        ","","","","","","","","","0","1","","16","","1995-02-24 00:00:00.000","","[Discoverer=Mueller; DiscoveryRef=IAUC 6145; PositionRef=IAUC 6146; Orig Type=II   ]",""
"1048","SN 1995I","13:20:59.849","+03:35:56.18","SN II","","Anon.           ","","","","","","","","","0","1","","19.5","","1995-02-28 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 6153; PositionRef=IAUC 6153; Orig Type=II   ]",""
"1049","SN 1995J","12:32:38.340","+63:53:09.20","SN II","","NGC 4512        ","","","","","","","","","0","1","","16.5","","1995-04-04 00:00:00.000","","[Discoverer=Johnson; DiscoveryRef=IAUC 6157; PositionRef=IAUC 6158; Orig Type=II   ]",""
"1050","SN 1995K","10:50:46.999","-09:15:07.42","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","1995-03-30 00:00:00.000","","[Discoverer=Schmidt et al.; DiscoveryRef=IAUC 6160; PositionRef=IAUC 6160; Orig Type=Ia   ]",""
