"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"2101"," 2001ih","18:05:45.000","+34:45:04.00","","","MCG +06-40-3    ","","","","","","","","","0","1","","17.7","","2001-12-10 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=IAUC 7776; PositionRef=IAUC 7776; Orig Type=Unknown]",""
"2102"," 2001ii","00:42:05.441","+36:48:05.40","","","UGC 444         ","","","","","","","","","0","1","","18.6","","2001-12-11 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7776; PositionRef=IAUC 7776; Orig Type=Unknown]",""
"2103","SN 2001ij","02:42:31.630","-01:00:51.08","SN IIP","","MCG +00-7-84    ","","","","","","","","","0","1","","20.7","","2001-11-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey; DiscoveryRef=IAUC 7778; PositionRef=IAUC 7778; Orig Type=IIP  ]",""
"2104"," 2001ik","01:33:41.011","-00:26:42.40","","","Anon.           ","","","","","","","","","0","1","","21.9","","2001-11-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey; DiscoveryRef=IAUC 7778; PositionRef=IAUC 7778; Orig Type=Unknown]",""
"2105","SN 2001il","02:26:41.350","-00:57:31.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.4","","2001-11-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey; DiscoveryRef=IAUC 7778; PositionRef=IAUC 7778; Orig Type=Ia   ]",""
"2106","SN 2001im","02:04:16.800","+00:39:11.02","SN IIb","","Anon.           ","","","","","","","","","0","1","","21","","2001-11-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey; DiscoveryRef=IAUC 7778; PositionRef=IAUC 7778; Orig Type=IIb? ]",""
"2107","SN 2001in","01:01:51.110","+00:41:21.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.7","","2001-11-21 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey; DiscoveryRef=IAUC 7778; PositionRef=IAUC 7778; Orig Type=Ia?  ]",""
"2108","SN 2001io","00:45:53.640","-29:26:11.69","SN Ia","","Anon.           ","","","","","","","","","0","1","","23","","2001-12-08 00:00:00.000","","[Discoverer=Altavilla et al.; DiscoveryRef=IAUC 7780; PositionRef=IAUC 7780; Orig Type=Ia   ]",""
"2109","SN 2001ip","03:31:13.030","-27:50:55.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.8","","2001-12-08 00:00:00.000","","[Discoverer=Altavilla et al.; DiscoveryRef=IAUC 7780; PositionRef=IAUC 7780; Orig Type=Ia   ]",""
"2110","SN 2001iq","22:25:10.421","+42:43:04.19","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.2","","2001-12-14 00:00:00.000","","[Discoverer=Armstrong; DiscoveryRef=IAUC 7780; PositionRef=IAUC 7780; Orig Type=Ia   ]",""
"2111","SN 2001ir","08:36:28.121","-11:50:03.52","SN IIn","","MCG -02-22-22   ","","","","","","","","","0","1","","17.5","","2001-12-19 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7781; PositionRef=IAUC 7781; Orig Type=IIn  ]",""
"2112","SN 2001is","05:42:09.070","+69:21:54.79","SN Ib","","NGC 1961        ","","","","","","","","","0","1","","17.6","","2001-12-22 00:00:00.000","","[Discoverer=Beijing Supernova Survey; DiscoveryRef=IAUC 7782; PositionRef=IAUC 7782; Orig Type=Ib   ]",""
"2113","SN 2001it","15:06:09.401","+53:24:41.62","SN II","","MCG +09-25-15   ","","","","","","","","","0","1","","17.6","","2001-12-22 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=IAUC 7782; PositionRef=IAUC 7782; Orig Type=II   ]",""
"2114"," 2001iu","07:48:13.970","+10:15:04.50","","","Anon.           ","","","","","","","","","0","1","","24.7","","2001-12-09 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 7805; PositionRef=IAUC 7805; Orig Type=Unknown]",""
"2115"," 2001iv","07:50:13.531","+10:17:10.39","","","Anon.           ","","","","","","","","","0","1","","22.3","","2001-12-09 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 7805; PositionRef=IAUC 7805; Orig Type=Unknown]",""
"2116"," 2001iw","07:50:39.319","+10:20:19.10","","","Anon.           ","","","","","","","","","0","1","","22.1","","2001-12-09 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 7805; PositionRef=IAUC 7805; Orig Type=Unknown]",""
"2117"," 2001ix","10:52:18.919","+57:07:29.60","","","Anon.           ","","","","","","","","","0","1","","23.6","","2001-12-09 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 7805; PositionRef=IAUC 7805; Orig Type=Unknown]",""
"2118"," 2001iy","10:52:24.281","+57:16:36.08","","","Anon.           ","","","","","","","","","0","1","","23","","2001-12-09 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 7805; PositionRef=IAUC 7805; Orig Type=Unknown]",""
"2119"," 2001iz","10:53:37.589","+57:15:10.69","","","Anon.           ","","","","","","","","","0","1","","23","","2001-12-09 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 7805; PositionRef=IAUC 7805; Orig Type=Unknown]",""
"2120","SN 2001J","09:00:43.231","+17:37:15.60","SN II","","UGC 4729        ","","","","","","","","","0","1","","17.5","","2001-01-15 00:00:00.000","","[Discoverer=Lick &amp; Tenagra Observatories Supernova Search; DiscoveryRef=IAUC 7564; PositionRef=IAUC 7564; Orig Type=II   ]",""
"2121"," 2001ja","10:52:26.710","+57:19:54.70","","","Anon.           ","","","","","","","","","0","1","","23.2","","2001-12-18 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 7805; PositionRef=IAUC 7805; Orig Type=Unknown]",""
"2122"," 2001jb","02:26:33.310","+00:25:35.00","","","Anon.           ","","","","","","","","","0","1","","23.1","","2001-12-09 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 7806; PositionRef=IAUC 7806; Orig Type=Unknown]",""
