"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"71351","AT 2020aaii","00:21:45.835","-05:26:26.24","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20ljy","PS1 - GPC1","","1","1","","20.65","w-PS1","2020-11-13 07:56:38.400","PS1_Bot1","",""
"71350","AT 2020aaih","00:49:05.137","+23:22:05.74","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20ljw","PS1 - GPC1","","1","1","","20.57","w-PS1","2020-11-16 05:11:02.400","PS2_Bot1","",""
"71349","AT 2020aaig","00:32:37.015","-03:21:15.78","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20ljv","PS1 - GPC1","","1","1","","20.12","w-PS1","2020-11-16 06:17:16.800","PS2_Bot1","",""
"71348","AT 2020aaif","00:47:17.027","-03:18:07.21","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20ljs","PS1 - GPC1","","1","1","","20.11","w-PS1","2020-11-13 08:03:50.400","PS1_Bot1","","TESS-active sector/s (30,31);TESS-Sector30"
"71347","AT 2020aaie","08:18:28.700","+08:25:13.40","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20ljr","PS1 - GPC1","","1","1","","20.4","w-PS1","2020-11-16 14:16:48.000","PS2_Bot1","",""
"71346","AT 2020aaid","01:59:37.927","+10:04:56.08","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20ljp","PS1 - GPC1","","1","1","","20.48","w-PS1","2020-11-14 09:20:09.600","PS1_Bot1","",""
"71345","AT 2020aaic","00:37:01.407","+17:37:05.46","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20ljn","PS1 - GPC1","","1","1","","20.3","w-PS1","2020-11-16 05:05:16.800","PS2_Bot1","",""
"71344","AT 2020aaib","04:26:19.023","-04:09:31.18","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20ljl","PS1 - GPC1","","1","1","","20.38","w-PS1","2020-11-16 09:18:43.200","PS2_Bot1","",""
"71343","AT 2020aaia","00:58:51.634","+21:00:15.81","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20lji","PS1 - GPC1","","1","1","","20.64","w-PS1","2020-10-13 11:54:14.400","PS2_Bot1","",""
"71342","AT 2020aahz","08:22:08.550","+03:43:35.55","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20ljg","PS1 - GPC1","","1","1","","20.76","w-PS1","2020-11-16 14:18:14.400","PS2_Bot1","",""
"71341","AT 2020aahy","00:33:34.698","+18:21:09.96","","","","","Pan-STARRS1","Pan-STARRS1","","Pan-STARRS1","PS20ljf","PS1 - GPC1","","1","1","","20.67","w-PS1","2020-11-16 05:05:16.800","PS2_Bot1","",""
"71340","AT 2020aahx","10:51:31.310","-65:03:06.91","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fhn","Gaia - Gaia-photometric","","1","1","","15.84","G-Gaia","2020-11-16 12:28:48.000","Gaia_Bot1","",""
"71339","AT 2020aahw","08:52:46.880","-42:10:47.64","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fhm","Gaia - Gaia-photometric","","1","1","","17.78","G-Gaia","2020-11-16 18:02:52.800","Gaia_Bot1","",""
"71338","AT 2020aahv","08:03:28.990","-10:51:19.48","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fhl","Gaia - Gaia-photometric","","1","1","","17.45","G-Gaia","2020-11-16 11:34:04.800","Gaia_Bot1","",""
"71337","AT 2020aahu","15:25:42.240","-69:56:50.86","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fhj","Gaia - Gaia-photometric","","1","1","","17.16","G-Gaia","2020-11-16 14:38:24.000","Gaia_Bot1","",""
"71336","AT 2020aaht","19:55:11.050","+05:23:56.33","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fhi","Gaia - Gaia-photometric","","1","1","","18","G-Gaia","2020-11-16 10:09:07.200","Gaia_Bot1","",""
"71335","AT 2020aahs","10:06:41.400","-57:57:02.23","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fhg","Gaia - Gaia-photometric","","1","1","","17.51","G-Gaia","2020-11-16 06:20:09.600","Gaia_Bot1","",""
"71334","AT 2020aahr","07:24:12.220","+14:55:22.98","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20fhe","Gaia - Gaia-photometric","","1","1","","17.96","G-Gaia","2020-11-16 17:08:09.600","Gaia_Bot1","",""
"71333","AT 2020aahq","03:31:32.463","-04:06:57.81","","","","","ZTF, YSE, ATLAS","ZTF, Pan-STARRS1, ATLAS","","ATLAS; Pan-STARRS1; ZTF","ZTF20acqyfie","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.01","r-ZTF","2020-11-16 06:38:52.800","ZTF_Bot1","","TESS-active sector/s (30,31);TESS-Sector30;TESS-Sector31"
"71332","AT 2020aahp","02:27:55.590","+20:20:03.50","","","NGC 932","","","","","","","Other - Other","","1","1","","15","Clear-","2020-11-16 10:40:48.000","Yamaoka","",""
