"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"72273","SN 2020abpa","23:32:02.147","+23:33:27.30","SN Ic","0.023303","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20acueziy","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP","1","1","","18.63","r-ZTF","2020-12-01 02:55:02.784","ZTF_AMPEL_COMPLETE","",""
"72272","AT 2020aboz","23:19:48.982","-19:55:20.90","","","","","ZTF","ZTF","","ZTF","ZTF19aazlrsh","P48 - ZTF-Cam","","1","1","","18.59","g-ZTF","2020-12-01 03:32:29.184","ZTF_AMPEL_COMPLETE","",""
"72271","AT 2020aboy","02:31:08.693","-57:41:49.45","","","2MASX J02310876-5741509","0.037733","ASAS-SN","ASAS-SN","","ASAS-SN","ASASSN-20pe","ASASSN-3 - Paczynski","","1","1","","17.7","g-Sloan","2020-12-05 03:07:12.000","Stanek","","TESS-active sector/s (30,31);TESS-Sector30"
"72270","SN 2020abox","10:47:30.695","+03:07:28.44","SN Ia","0.054","","","ZTF, ATLAS, Fink, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20acusneh","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.7144","g-ZTF","2020-12-02 12:20:32.928","Fritz","",""
"72269","AT 2020abow","01:35:34.625","+00:29:27.24","","","SDSS J013534.58+002925.0","","ALeRCE, Pan-STARRS1","ZTF, Pan-STARRS1","","Pan-STARRS1; ZTF","ZTF20acuyomo","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","19.8164","r-ZTF","2020-12-04 05:29:55.000","ALeRCE","",""
"72268","AT 2020abov","01:34:04.482","+46:54:27.42","","","SDSS J013404.57+465429.2","0.111","ALeRCE","ZTF","","ZTF","ZTF20acuxvdh","P48 - ZTF-Cam","","1","1","","20.1859","r-ZTF","2020-12-04 03:40:58.996","ALeRCE","",""
"72267","SN 2020abou","23:59:57.073","+04:54:06.74","SN II","0.031","SDSS J235957.76+045404.0","0.024","ALeRCE, Pan-STARRS1","ZTF, Pan-STARRS1","None","Pan-STARRS1; ZTF","ZTF20acuxihb","P48 - ZTF-Cam, PS1 - GPC1","Magellan-Baade - IMACS","1","1","","20.1496","g-ZTF","2020-12-04 02:59:47.999","ALeRCE","",""
"72266","AT 2020abot","22:11:39.919","-17:50:30.99","","","","","ALeRCE, ATLAS, ZTF","ZTF, ATLAS","","ATLAS; ZTF","ZTF20acuwvtl","ATLAS1 - ACAM1, P48 - ZTF-Cam","","1","1","","19.3889","g-ZTF","2020-12-04 02:14:06.000","ALeRCE","",""
"72265","AT 2020abos","01:30:38.174","+04:20:57.71","","","SDSS J013038.20+042056.8","0.177","ALeRCE","ZTF","","ZTF","ZTF20aculrpj","P48 - ZTF-Cam","","1","1","","19.7574","g-ZTF","2020-12-02 04:07:55.998","ALeRCE","",""
"72264","AT 2020abor","00:33:27.679","+25:17:24.60","","","SDSS J003327.65+251724.5","0.48","ALeRCE","ZTF","","ZTF","ZTF20acupqer","P48 - ZTF-Cam","","1","1","","20.1379","g-ZTF","2020-12-02 02:37:11.001","ALeRCE","",""
