"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"2201","SN 2002aq","02:41:57.439","-06:47:46.39","SN II","","MCG -01-7-35    ","","","","","","","","","0","1","","18.7","","2002-02-01 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7813; PositionRef=IAUC 7813; Orig Type=II   ]",""
"2202","SN 2002ar","11:37:43.920","+22:00:34.42","SN Ia","","NGC 3746        ","","","","","","","","","0","1","","16.5","","2002-02-03 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7819; PositionRef=IAUC 7819; Orig Type=Ia   ]",""
"2203","SN 2002as","06:12:25.051","+44:26:16.80","SN II","","UGC 3418        ","","","","","","","","","0","1","","17.8","","2002-02-04 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7819; PositionRef=IAUC 7819; Orig Type=II   ]",""
"2204","SN 2002at","11:32:21.950","+00:48:08.78","SN II","","NGC 3720        ","","","","","","","","","0","1","","17.8","","2002-02-05 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7821; PositionRef=IAUC 7821; Orig Type=II   ]",""
"2205","SN 2002au","09:34:37.601","+05:50:15.68","SN Ia","","UGC 5100        ","","","","","","","","","0","1","","17.7","","2002-02-08 00:00:00.000","","[Discoverer=LOTOSS; Puckett, Langoussis; DiscoveryRef=IAUC 7823; PositionRef=IAUC 7823; Orig Type=Ia?  ]",""
"2206","SN 2002av","06:08:06.341","-23:59:13.20","SN Ia","","ESO 489-G7      ","","","","","","","","","0","1","","17.7","","2002-02-08 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7823; PositionRef=IAUC 7823; Orig Type=Ia   ]",""
"2207","SN 2002aw","16:37:29.059","+40:52:50.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.6","","2002-02-15 00:00:00.000","","[Discoverer=Puckett, Peoples; DiscoveryRef=IAUC 7831; PositionRef=IAUC 7831; Orig Type=Ia   ]",""
"2208"," 2002ax","10:48:24.430","-04:11:27.71","","","Anon.           ","","","","","","","","","0","1","","21.2","","2002-02-14 00:00:00.000","","[Discoverer=Deep Lens Survey Team; DiscoveryRef=IAUC 7833; PositionRef=IAUC 7833; Orig Type=Unknown]",""
"2209"," 2002ay","10:49:28.010","-04:29:43.58","","","Anon.           ","","","","","","","","","0","1","","21.6","","2002-02-14 00:00:00.000","","[Discoverer=Deep Lens Survey Team; DiscoveryRef=IAUC 7833; PositionRef=IAUC 7833; Orig Type=Unknown]",""
"2210"," 2002az","10:54:17.441","-04:54:15.98","","","Anon.           ","","","","","","","","","0","1","","22.9","","2002-02-14 00:00:00.000","","[Discoverer=Deep Lens Survey Team; DiscoveryRef=IAUC 7833; PositionRef=IAUC 7833; Orig Type=Unknown]",""
"2211","SN 2002B","05:40:46.061","-71:51:15.08","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.5","","2002-01-07 00:00:00.000","","[Discoverer=SuperMacho Microlensing Survey; DiscoveryRef=IAUC 7791; PositionRef=IAUC 7791; Orig Type=Ia   ]",""
"2212"," 2002ba","05:14:37.330","-49:07:44.40","","","Anon.           ","","","","","","","","","0","1","","23.6","","2002-02-15 00:00:00.000","","[Discoverer=Deep Lens Survey Team; DiscoveryRef=IAUC 7833; PositionRef=IAUC 7833; Orig Type=Unknown]",""
"2213"," 2002bb","05:15:06.050","-48:59:51.11","","","Anon.           ","","","","","","","","","0","1","","24.1","","2002-02-15 00:00:00.000","","[Discoverer=Deep Lens Survey Team; DiscoveryRef=IAUC 7833; PositionRef=IAUC 7833; Orig Type=Unknown]",""
"2214"," 2002bc","05:16:16.630","-48:53:22.99","","","Anon.           ","","","","","","","","","0","1","","23.8","","2002-02-15 00:00:00.000","","[Discoverer=Deep Lens Survey Team; DiscoveryRef=IAUC 7833; PositionRef=IAUC 7833; Orig Type=Unknown]",""
"2215"," 2002bd","10:55:35.710","-05:42:04.61","","","Anon.           ","","","","","","","","","0","1","","23.1","","2002-02-15 00:00:00.000","","[Discoverer=Deep Lens Survey Team; DiscoveryRef=IAUC 7833; PositionRef=IAUC 7833; Orig Type=Unknown]",""
"2216"," 2002be","10:49:54.809","-05:46:12.50","","","Anon.           ","","","","","","","","","0","1","","24.1","","2002-02-16 00:00:00.000","","[Discoverer=Deep Lens Survey Team; DiscoveryRef=IAUC 7833; PositionRef=IAUC 7833; Orig Type=Unknown]",""
"2217","SN 2002bf","10:15:42.310","+55:40:06.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.6","","2002-02-22 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7836; PositionRef=IAUC 7836; Orig Type=Ia   ]",""
"2218","SN 2002bg","14:59:39.230","+13:12:44.50","SN Ia","","MCG +02-38-31   ","","","","","","","","","0","1","","16.9","","2002-02-23 00:00:00.000","","[Discoverer=Puckett, Newton; DiscoveryRef=IAUC 7836; PositionRef=IAUC 7836; Orig Type=Ia   ]",""
"2219","SN 2002bh","09:51:06.559","+09:00:05.69","SN II","","UGC 5286        ","","","","","","","","","0","1","","17.1","","2002-02-24 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7837; PositionRef=IAUC 7837; Orig Type=II   ]",""
"2220","SN 2002bi","13:32:54.449","+09:31:18.01","SN Ia","","UGC 8527        ","","","","","","","","","0","1","","17.1","","2002-02-25 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7837; PositionRef=IAUC 7837; Orig Type=Ia   ]",""
"2221","SN 2002bj","05:11:46.411","-15:08:10.79","SN I","0.012","NGC 1821        ","","","","None","","","","","0","1","","14.8","","2002-02-28 00:00:00.000","","[Discoverer=Puckett, Newton; LOTOSS; DiscoveryRef=IAUC 7839; PositionRef=IAUC 7839; Orig Type=IIn  ]",""
"2222","SN 2002bk","09:02:26.671","-09:17:38.69","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","2002-02-09 00:00:00.000","","[Discoverer=Wood-Vasey, Aldering, Nugent, NEAT; DiscoveryRef=IAUC 7842; PositionRef=IAUC 7842; Orig Type=Ia   ]",""
"2223","SN 2002bl","10:12:17.280","+27:51:52.42","SN Ic-pec","","UGC 5499        ","","","","","","","","","0","1","","17","","2002-03-02 00:00:00.000","","[Discoverer=Armstrong; DiscoveryRef=IAUC 7845; PositionRef=IAUC 7845; Orig Type=Ic-p ]",""
"2224","SN 2002bm","12:30:16.901","-08:23:34.80","SN Ic","","MCG -01-32-19   ","","","","","","","","","0","1","","17","","2002-03-06 00:00:00.000","","[Discoverer=Puckett, Sehgal; DiscoveryRef=IAUC 7845; PositionRef=IAUC 7845; Orig Type=Ic   ]",""
"2225","SN 2002bn","11:32:39.041","+52:56:54.20","SN Ia","","UGC 6527        ","","","","","","","","","0","1","","17","","2002-03-08 00:00:00.000","","[Discoverer=Armstrong; DiscoveryRef=IAUC 7846; PositionRef=IAUC 7846; Orig Type=Ia   ]",""
"2226","SN 2002bo","10:18:06.511","+21:49:41.70","SN Ia","","NGC 3190        ","","","","","","","","","0","1","","15.5","","2002-03-09 00:00:00.000","","[Discoverer=Cacella; Hirose; DiscoveryRef=IAUC 7847; PositionRef=IAUC 7847; Orig Type=Ia   ]",""
"2227"," 2002bp","11:19:18.199","+20:48:23.11","","","UGC 6332        ","","","","","","","","","0","1","","18.6","","2002-03-08 00:00:00.000","","[Discoverer=Puckett, Langoussis; DiscoveryRef=IAUC 7847; PositionRef=IAUC 7847; Orig Type=Unknown]",""
"2228"," 2002bq","09:30:50.921","-35:42:06.01","","","MCG -06-21-10   ","","","","","","","","","0","1","","16.1","","2002-03-09 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=IAUC 7848; PositionRef=IAUC 7848; Orig Type=Unknown]",""
"2229","SN 2002br","10:34:08.921","+19:42:20.48","SN Ia","","MCG +03-27-61   ","","","","","","","","","0","1","","17.1","","2002-03-09 00:00:00.000","","[Discoverer=Armstrong; DiscoveryRef=IAUC 7853; PositionRef=IAUC 7853; Orig Type=Ia   ]",""
"2230","SN 2002bs","13:18:30.300","-14:36:31.79","SN Ia","","IC 4221         ","","","","","","","","","0","1","","15.5","","2002-03-11 00:00:00.000","","[Discoverer=Beijing Observatory; DiscoveryRef=IAUC 7861; PositionRef=IAUC 7861; Orig Type=Ia   ]",""
"2231","SN 2002bt","13:36:13.200","-01:02:19.79","SN Ia","","UGC 8584        ","","","","","","","","","0","1","","17.9","","2002-03-25 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7862; PositionRef=IAUC 7862; Orig Type=Ia   ]",""
"2232","AT 2002bu","12:17:37.181","+45:38:47.40","Gap","0.002","NGC 4242        ","","","","None","","","","Lick-3m - KAST","0","1","","15.5","","2002-03-28 00:00:00.000","","[Discoverer=Puckett, Gauthier; DiscoveryRef=IAUC 7863; PositionRef=IAUC 7863; Orig Type=Unknown]",""
"2233","SN 2002bv","07:50:01.130","+30:01:32.20","SN IIn","","UGC 4042        ","","","","","","","","","0","1","","17.8","","2002-03-29 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7864; PositionRef=IAUC 7864; Orig Type=IIn  ]",""
"2234","SN 2002bw","17:16:35.599","-10:20:31.81","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2002-03-30 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7864; PositionRef=IAUC 7864; Orig Type=Ia   ]",""
"2235","SN 2002bx","09:19:54.979","+37:12:08.32","SN II","","IC 2461         ","","","","","","","","","0","1","","16.9","","2002-03-31 00:00:00.000","","[Discoverer=LOTOSS; Boles; DiscoveryRef=IAUC 7864; PositionRef=IAUC 7864; Orig Type=II   ]",""
"2236","SN 2002by","17:50:18.581","-59:33:51.59","SN Ia-pec","","ESO 139-G34     ","","","","","","","","","0","1","","14.5","","2002-03-31 00:00:00.000","","[Discoverer=Chassagne; DiscoveryRef=IAUC 7865; PositionRef=IAUC 7865; Orig Type=Ia-p ]",""
"2237","SN 2002bz","14:24:40.519","+26:37:34.72","SN Ia","","MCG +05-34-33   ","","","","","","","","","0","1","","16.9","","2002-04-03 00:00:00.000","","[Discoverer=Puckett, Gauthier; DiscoveryRef=IAUC 7866; PositionRef=IAUC 7866; Orig Type=Ia   ]",""
"2238","SN 2002C","12:27:52.661","+27:00:06.08","SN II","","IC 3376         ","","","","","","","","","0","1","","16.7","","2002-01-14 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7793; PositionRef=IAUC 7793; Orig Type=II   ]",""
"2239","SN 2002ca","13:32:31.510","+01:50:42.50","SN II","","UGC 8521        ","","","","","","","","","0","1","","17.3","","2002-04-03 00:00:00.000","","[Discoverer=Puckett, Kerns; LOTOSS; DiscoveryRef=IAUC 7866; PositionRef=IAUC 7866; Orig Type=II   ]",""
"2240","SN 2002cb","13:04:23.969","+47:35:53.20","SN IIn","","MCG +08-24-34   ","","","","","","","","","0","1","","17","","2002-04-07 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=IAUC 7870; PositionRef=IAUC 7870; Orig Type=IIn  ]",""
"2241","SN 2002cc","08:34:01.970","+55:39:12.38","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","2002-04-04 00:00:00.000","","[Discoverer=LOTOSS; Boles; DiscoveryRef=IAUC 7871; PositionRef=IAUC 7871; Orig Type=Ia   ]",""
"2242","SN 2002cd","20:23:34.421","+58:20:47.40","SN Ia","","NGC 6916        ","","","","","","","","","0","1","","17.5","","2002-04-08 00:00:00.000","","[Discoverer=Armstrong; DiscoveryRef=IAUC 7871; PositionRef=IAUC 7871; Orig Type=Ia   ]",""
"2243","SN 2002ce","08:33:22.099","+29:32:01.00","SN II","","NGC 2604        ","","","","","","","","","0","1","","16","","2002-04-10 00:00:00.000","","[Discoverer=Arbour; DiscoveryRef=IAUC 7875; PositionRef=IAUC 7875; Orig Type=II   ]",""
"2244","SN 2002cf","12:54:31.301","-06:51:24.80","SN Ia","","NGC 4786        ","","","","","","","","","0","1","","17","","2002-04-13 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7877; PositionRef=IAUC 7877; Orig Type=Ia   ]",""
"2245","SN 2002cg","16:29:00.480","+41:17:00.38","SN Ic","","UGC 10415       ","","","","","","","","","0","1","","17.8","","2002-04-13 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7877; PositionRef=IAUC 7877; Orig Type=Ic   ]",""
"2246","SN 2002ch","11:14:31.721","+33:48:18.29","SN II","","Anon.           ","","","","","","","","","0","1","","18.4","","2002-04-16 00:00:00.000","","[Discoverer=Puckett, Langoussis; DiscoveryRef=IAUC 7879; PositionRef=IAUC 7879; Orig Type=II   ]",""
"2247","SN 2002ci","16:15:37.949","+31:19:17.40","SN Ia","","UGC 10301       ","","","","","","","","","0","1","","17.2","","2002-04-19 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7881; PositionRef=IAUC 7881; Orig Type=Ia   ]",""
"2248","SN 2002cj","15:21:20.710","-19:51:27.29","SN Ic","","ESO 582-G5      ","","","","","","","","","0","1","","16","","2002-04-21 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7882; PositionRef=IAUC 7882; Orig Type=Ic   ]",""
"2249","SN 2002ck","15:47:00.749","-00:59:25.51","SN Ia","","UGC 10030       ","","","","","","","","","0","1","","16.8","","2002-04-23 00:00:00.000","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7884; PositionRef=IAUC 7884; Orig Type=Ia   ]",""
"2250","SN 2002cl","13:44:09.941","-00:12:57.82","SN Ic","","Anon.           ","","","","","","","","","0","1","","21.6","","2002-04-07 00:00:00.000","","[Discoverer=Altavilla et al.; DiscoveryRef=IAUC 7885; PositionRef=IAUC 7885; Orig Type=Ic   ]",""
