"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4151","SN 2007eq","23:48:05.930","+28:14:20.18","SN Ib/c","","Anon.           ","","","","","","","","","0","1","","18.9","","2007-06-13 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 990; PositionRef=CBET  990; Orig Type=Ib/c ]",""
"4152","SN 2007er","16:10:41.681","+15:17:38.51","SN II","","Anon.           ","","","","","","","","","0","1","","20.1","","2007-06-17 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 990; PositionRef=CBET  990; Orig Type=II   ]",""
"4153","SN 2007es","14:27:46.370","+06:35:36.20","SN II","","Anon.           ","","","","","","","","","0","1","","18.7","","2007-06-26 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 990; PositionRef=CBET  990; Orig Type=II   ]",""
"4154","SN 2007et","01:09:24.240","+19:55:51.38","SN II","","Anon.           ","","","","","","","","","0","1","","19.2","","2007-06-26 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 990; PositionRef=CBET  990; Orig Type=II   ]",""
"4155","SN 2007eu","00:36:19.651","+06:03:40.39","SN II","","Anon.           ","","","","","","","","","0","1","","19.8","","2007-06-26 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 990; PositionRef=CBET  990; Orig Type=II   ]",""
"4156","SN 2007ev","22:40:06.180","+24:41:57.08","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2007-06-27 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 991; PositionRef=CBET  991; Orig Type=Ia   ]",""
"4157","SN 2007ew","15:15:59.131","+04:34:03.29","SN II","","Anon.           ","","","","","","","","","0","1","","19.5","","2007-06-28 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 991; PositionRef=CBET  991; Orig Type=II   ]",""
"4158","SN 2007ex","00:26:49.889","+21:10:49.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2007-06-28 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 991; PositionRef=CBET  991; Orig Type=Ia   ]",""
"4159","SN 2007ey","15:12:21.360","+12:30:03.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2007-06-29 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 991; PositionRef=CBET  991; Orig Type=Ia   ]",""
"4160","SN 2007ez","23:29:29.570","+10:31:54.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","2007-06-30 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 991; PositionRef=CBET  991; Orig Type=Ia   ]",""
"4161","SN 2007F","13:03:15.079","+50:37:07.72","SN Ia","","UGC 8162        ","","","","","","","","","0","1","","17.3","","2007-01-11 00:00:00.000","","[Discoverer=Puckett, Gagliano; DiscoveryRef=CBET 803; PositionRef=IAUC 8794; Orig Type=Ia   ]",""
"4162","SN 2007fa","23:42:13.680","+11:04:28.49","SN II","","Anon.           ","","","","","","","","","0","1","","19.8","","2007-06-30 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 991; PositionRef=CBET  991; Orig Type=II   ]",""
"4163","SN 2007fb","23:56:52.370","+05:30:31.79","SN Ia","","UGC 12859       ","","","","","","","","","0","1","","15.7","","2007-07-03 00:00:00.000","","[Discoverer=Madison, Li (LOSS); DiscoveryRef=CBET 992; PositionRef=IAUC 8864; Orig Type=Ia   ]",""
"4164","SN 2007fc","23:57:33.890","-21:59:53.02","SN Ia","","ESO 538-G8      ","","","","","","","","","0","1","","16.9","","2007-07-08 00:00:00.000","","[Discoverer=Winslow, Li (LOSS); DiscoveryRef=CBET 995; PositionRef=IAUC 8864; Orig Type=Ia   ]",""
"4165","SN 2007fd","14:16:19.030","+36:13:01.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2007-06-30 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=Ia   ]",""
"4166","SN 2007fe","14:25:56.090","+46:26:56.90","SN II","","Anon.           ","","","","","","","","","0","1","","18.7","","2007-06-30 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=II   ]",""
"4167","SN 2007ff","01:24:10.241","+09:00:40.50","SN Ib/c","","Anon.           ","","","","","","","","","0","1","","19.8","","2007-06-30 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=Ib/c ]",""
"4168","SN 2007fg","14:07:36.670","+38:40:49.30","SN II","","Anon.           ","","","","","","","","","0","1","","18.1","","2007-07-03 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=II   ]",""
"4169","SN 2007fh","22:16:41.640","+21:18:58.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2007-07-03 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=Ia   ]",""
"4170","SN 2007fi","15:44:16.870","+34:43:13.69","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2007-07-05 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=Ia   ]",""
"4171","SN 2007fj","22:14:25.370","-28:11:53.92","SN Ib/c","","Anon.           ","","","","","","","","","0","1","","18.8","","2007-07-06 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=Ib/c ]",""
"4172","SN 2007fk","15:50:35.899","+43:46:32.92","SN IIn","","Anon.           ","","","","","","","","","0","1","","19.6","","2007-07-08 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=IIn  ]",""
"4173","SN 2007fl","01:09:56.611","-03:31:35.62","SN II","","Anon.           ","","","","","","","","","0","1","","19.5","","2007-07-08 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=II   ]",""
"4174","SN 2007fm","01:11:26.419","-02:41:16.80","SN II","","Anon.           ","","","","","","","","","0","1","","19.9","","2007-07-08 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=II   ]",""
"4175","SN 2007fn","02:29:28.361","+31:28:32.99","SN Ib/c","","UGC 1963        ","","","","","","","","","0","1","","18","","2007-07-08 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=Ib/c ]",""
