"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"3451","SN 2005ms","08:49:14.340","+36:07:47.89","SN Ia","","UGC 4614        ","","","","","","","","","0","1","","17.9","","2005-12-27 00:00:00.000","","[Discoverer=Puckett, Kroes; DiscoveryRef=CBET 343; PositionRef=IAUC 8651; Orig Type=Ia   ]",""
"3452","SN 2005mt","10:24:12.900","-03:44:50.60","SN IIn","","Anon.           ","","","","","","","","","0","1","","18","","2005-02-03 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 344; PositionRef=IAUC 8651; Orig Type=IIn  ]",""
"3453","SN 2005mu","21:35:52.500","-26:27:03.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2005-05-19 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 344; PositionRef=IAUC 8651; Orig Type=Ia   ]",""
"3454","SN 2005mv","20:45:16.800","-03:49:35.69","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.6","","2005-06-21 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 344; PositionRef=IAUC 8651; Orig Type=Ia   ]",""
"3455","SN 2005mw","17:37:44.201","+11:09:03.71","SN II","","Anon.           ","","","","","","","","","0","1","","19.2","","2005-06-25 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 344; PositionRef=IAUC 8651; Orig Type=II   ]",""
"3456","SN 2005mx","21:40:08.201","+10:39:14.00","SN II","","Anon.           ","","","","","","","","","0","1","","19.4","","2005-07-01 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 344; PositionRef=IAUC 8651; Orig Type=II   ]",""
"3457","SN 2005my","04:01:53.129","-41:56:08.30","SN II","","ESO 302-G27     ","","","","","","","","","0","1","","17.8","","2005-12-30 00:00:00.000","","[Discoverer=Luckas, Trondal, Schwartz; DiscoveryRef=CBET 346; PositionRef=CBET  346; Orig Type=II   ]",""
"3458","SN 2005mz","03:19:49.879","+41:30:18.61","SN Ia","","NGC 1275        ","","","","","","","","","0","1","","18.2","","2005-12-31 00:00:00.000","","[Discoverer=Newton, Peoples, Puckett; DiscoveryRef=CBET 347; PositionRef=CBET  347; Orig Type=Ia   ]",""
"3459","SN 2005N","14:04:02.609","-14:37:48.79","SN Ib/c","","NGC 5420        ","","","","","","","","","0","1","","18.8","","2005-01-19 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8470; PositionRef=IAUC 8470; Orig Type=Ib/c ]",""
"3460","SN 2005na","07:01:36.619","+14:07:59.70","SN Ia","","UGC 3634        ","","","","","","","","","0","1","","16.1","","2005-12-31 00:00:00.000","","[Discoverer=Newton, Ceravolo, Puckett; DiscoveryRef=CBET 350; PositionRef=CBET  350; Orig Type=Ia   ]",""
"3461","SN 2005nb","12:13:37.610","+16:07:16.21","SN Ic","","UGC 7230        ","","","","","","","","","0","1","","17.2","","2005-12-17 00:00:00.000","","[Discoverer=Quimby et al.; DiscoveryRef=CBET 357; PositionRef=CBET  357; Orig Type=Ic   ]",""
"3462","SN 2005nc","18:32:32.580","+26:20:22.60","SN Ic","","Anon.           ","","","","","","","","","0","1","","15","","2005-05-25 00:00:00.000","","[Discoverer=Swift spacecraft; DiscoveryRef=IAUC 8696; PositionRef=IAUC 8696; Orig Type=Ic?  ]",""
"3463","SN 2005O","10:42:18.319","-00:22:41.20","SN Ib","","NGC 3340        ","","","","","","","","","0","1","","16.1","","2005-01-16 00:00:00.000","","[Discoverer=Chen; DiscoveryRef=IAUC 8471; PositionRef=IAUC 8471; Orig Type=Ib   ]",""
"3464"," 2005P","14:06:34.010","-05:27:42.59","","","NGC 5468        ","","","","","","","","","0","1","","18.1","","2005-01-21 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8472; PositionRef=IAUC 8472; Orig Type=Unknown]",""
"3465","SN 2005Q","01:30:03.509","-42:40:48.40","SN II","","ESO 244-G31     ","","","","","","","","","0","1","","17.2","","2005-01-28 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=IAUC 8473; PositionRef=IAUC 8473; Orig Type=II   ]",""
"3466","SN 2005R","11:14:56.810","+33:49:35.69","SN IIn","","UGC 6274        ","","","","","","","","","0","1","","17.4","","2005-01-13 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=IAUC 8473; PositionRef=IAUC 8473; Orig Type=IIn  ]",""
"3467","SN 2005S","14:08:28.841","+07:03:27.22","SN Ia","","UGC 9037        ","","","","","","","","","0","1","","19.1","","2005-01-22 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8473; PositionRef=IAUC 8473; Orig Type=Ia   ]",""
"3468","SN 2005T","14:26:17.239","+26:14:47.80","SN II","","IC 4423         ","","","","","","","","","0","1","","18.4","","2005-01-24 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8473; PositionRef=IAUC 8473; Orig Type=II   ]",""
"3469","SN 2005U","11:28:33.221","+58:33:42.52","SN II","","Anon.           ","","","","","","","","","0","1","","16.2","","2005-01-30 00:00:00.000","","[Discoverer=Mattila et al., Nuclear Supernova Search; DiscoveryRef=IAUC 8473; PositionRef=IAUC 8473; Orig Type=II   ]",""
"3470","SN 2005V","06:18:38.280","+78:21:28.80","SN Ib/c","","NGC 2146        ","","","","","","","","","0","1","","16","","2005-01-30 00:00:00.000","","[Discoverer=Mattila et al., Nuclear Supernova Search; DiscoveryRef=IAUC 8474; PositionRef=IAUC 8474; Orig Type=Ib/c ]",""
"3471","SN 2005W","01:50:45.751","+21:45:35.60","SN Ia","","NGC 691         ","","","","","","","","","0","1","","15.2","","2005-02-01 00:00:00.000","","[Discoverer=Hirose; DiscoveryRef=IAUC 8475; PositionRef=IAUC 8475; Orig Type=Ia   ]",""
"3472","SN 2005X","12:24:00.751","+07:46:38.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.5","","2005-01-24 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8476; PositionRef=IAUC 8476; Orig Type=Ia   ]",""
"3473","SN 2005Y","01:37:37.289","+00:02:29.80","SN II","","UGC 1159        ","","","","","","","","","0","1","","18.8","","2005-01-31 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8476; PositionRef=IAUC 8476; Orig Type=II   ]",""
"3474","SN 2005Z","10:45:09.180","+22:04:38.32","SN II","","NGC 3363        ","","","","","","","","","0","1","","16.7","","2005-01-31 00:00:00.000","","[Discoverer=Trondal, Schwartz; Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8476; PositionRef=IAUC 8476; Orig Type=II   ]",""
"3475"," 2006A","23:47:03.780","+29:28:55.70","","","NGC 7753        ","","","","","","","","","0","1","","18.1","","2006-01-02 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=CBET 354; PositionRef=CBET  354; Orig Type=Unknown]",""
"3476","SN 2006aa","11:53:19.891","+20:45:18.22","SN IIn","","NGC 3947        ","","","","","","","","","0","1","","18.1","","2006-02-08 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 395; PositionRef=IAUC 8669; Orig Type=IIn  ]",""
"3477","SN 2006ab","02:48:53.921","+53:02:20.80","SN Ic","","Anon.           ","","","","","","","","","0","1","","18","","2006-02-09 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=IAUC 8669; PositionRef=IAUC 8669; Orig Type=Ic   ]",""
"3478","SN 2006ac","12:41:44.861","+35:04:07.10","SN Ia","","NGC 4619        ","","","","","","","","","0","1","","16","","2006-02-09 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=IAUC 8669; PositionRef=IAUC 8669; Orig Type=Ia   ]",""
"3479","SN 2006ad","09:07:43.109","+12:03:06.52","SN II","","Anon.           ","","","","","","","","","0","1","","18.9","","2006-02-08 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 398; PositionRef=CBET  398; Orig Type=II   ]",""
"3480","SN 2006ae","14:48:23.270","+21:47:51.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.7","","2006-02-02 00:00:00.000","","[Discoverer=SubbaRao, SDSS collaboration; DiscoveryRef=CBET 400; PositionRef=IAUC 8674; Orig Type=Ia   ]",""
"3481","SN 2006af","10:33:57.180","+20:20:25.69","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2006-02-04 00:00:00.000","","[Discoverer=SubbaRao, SDSS collaboration; DiscoveryRef=CBET 400; PositionRef=IAUC 8674; Orig Type=Ia   ]",""
"3482","SN 2006ag","12:00:17.119","+28:36:22.00","SN IIn","","Anon.           ","","","","","","","","","0","1","","17.9","","2006-02-09 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 402; PositionRef=IAUC 8674; Orig Type=IIn  ]",""
"3483","SN 2006ah","13:46:13.711","-09:07:50.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2006-02-09 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 402; PositionRef=IAUC 8674; Orig Type=Ia   ]",""
"3484","SN 2006ai","07:29:52.159","-84:02:20.51","SN II","","ESO 5-G9        ","","","","","","","","","0","1","","16.2","","2006-02-17 00:00:00.000","","[Discoverer=Luckas, Trondal, Schwartz; DiscoveryRef=CBET 406; PositionRef=IAUC 8674; Orig Type=II   ]",""
"3485","SN 2006aj","03:21:39.710","+16:52:02.60","SN Ib/c","","Anon.           ","","","","","","","","","0","1","","17.6","","2006-02-18 00:00:00.000","","[Discoverer=Cusumano et al.; DiscoveryRef=IAUC 8674; PositionRef=IAUC 8674; Orig Type=Ib/c ]",""
"3486","SN 2006ak","11:09:32.830","+28:37:50.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.8","","2006-02-17 00:00:00.000","","[Discoverer=Tyurina, Lipunov et al.; DiscoveryRef=CBET 408; PositionRef=IAUC 8677; Orig Type=Ia   ]",""
"3487","SN 2006al","10:39:28.260","+05:11:00.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.9","","2006-02-19 00:00:00.000","","[Discoverer=Holmes, Devore; DiscoveryRef=IAUC 8677; PositionRef=IAUC 8677; Orig Type=Ia   ]",""
