"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4351","SN 2007ma","00:44:53.750","-00:59:49.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.1","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4352","SN 2007mb","00:50:11.359","+00:40:31.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4353","SN 2007mc","01:07:25.279","+01:02:37.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.8","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4354","SN 2007md","01:21:56.851","-01:00:47.81","SN Ic","","Anon.           ","","","","","","","","","0","1","","20.7","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ic   ]",""
"4355","SN 2007me","01:41:03.749","-00:26:54.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia/c?]",""
"4356","SN 2007mf","01:58:55.140","-01:01:37.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.3","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4357","SN 2007mg","03:06:33.830","+00:47:35.92","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4358","SN 2007mh","03:14:31.769","+00:16:11.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.9","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4359","SN 2007mi","03:23:31.519","+00:40:00.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.9","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4360","SN 2007mj","03:34:44.441","+00:21:19.91","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.4","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4361","SN 2007mk","23:56:17.330","-00:30:21.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.1","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4362","SN 2007ml","00:31:53.460","+00:08:17.92","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2007-10-09 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4363","SN 2007mm","01:05:46.670","-00:45:31.79","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2007-10-09 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4364","SN 2007mn","02:05:03.960","+00:10:28.42","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2007-10-09 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4365","SN 2007mo","22:11:33.850","+00:45:53.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.7","","2007-10-09 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4366","SN 2007mp","21:16:35.630","-00:46:11.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2007-10-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4367"," 2007mq","19:34:57.900","+87:16:33.60","","","UGC 11495       ","","","","","","","","","0","1","","19.6","","2007-10-15 00:00:00.000","","[Discoverer=Sehgal, Cox, Puckett; DiscoveryRef=CBET 1103; PositionRef=CBET 1103; Orig Type=Unknown]",""
"4368","SN 2007mr","20:08:18.000","-00:39:44.71","SN II","","Anon.           ","","","","","","","","","0","1","","21.3","","2007-09-05 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=II   ]",""
"4369","SN 2007ms","20:32:18.341","-01:00:53.10","SN IIP","","Anon.           ","","","","","","","","","0","1","","20.7","","2007-09-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=II-p ]",""
"4370","SN 2007mt","01:45:56.590","-00:13:03.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.1","","2007-09-19 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia?  ]",""
"4371","SN 2007mu","00:12:18.559","-00:04:38.32","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2007-09-22 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4372","SN 2007mv","00:35:37.370","+00:22:12.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2007-09-22 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4373","SN 2007mw","23:03:02.760","+00:50:57.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.4","","2007-10-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4374","SN 2007mx","21:14:10.870","-00:17:46.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.7","","2007-10-06 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4375","SN 2007my","21:55:32.201","-00:22:19.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2007-10-06 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4376","SN 2007mz","22:07:51.199","-01:04:11.78","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.2","","2007-10-06 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4377","SN 2007N","12:49:01.250","-09:27:10.19","SN Ia","","MCG -01-33-12   ","","","","","","","","","0","1","","17.3","","2007-01-21 00:00:00.000","","[Discoverer=Lee, Li (LOSS); DiscoveryRef=CBET 818; PositionRef=IAUC 8804; Orig Type=Ia   ]",""
"4378","SN 2007na","22:13:32.789","+00:52:49.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.8","","2007-10-06 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4379","SN 2007nb","23:25:30.060","+00:25:23.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.1","","2007-10-06 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4380","SN 2007nc","00:01:09.300","+01:04:06.49","SN Ib","","Anon.           ","","","","","","","","","0","1","","22.5","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ib?  ]",""
"4381","SN 2007nd","00:40:18.809","-01:02:14.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4382","SN 2007ne","00:54:02.201","+01:04:08.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.2","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4383","SN 2007nf","01:03:26.470","+00:19:53.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.8","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4384","SN 2007ng","02:25:38.100","+00:42:34.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.2","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4385","SN 2007nh","02:50:27.691","-00:33:04.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4386","SN 2007ni","02:05:50.390","-00:19:54.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2007-10-09 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4387","SN 2007nj","02:52:27.451","+00:15:06.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2007-10-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4388","SN 2007nk","03:20:56.520","+01:03:29.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2007-10-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=Ia   ]",""
"4389","SN 2007nl","23:13:44.921","-00:04:03.50","SN II","","Anon.           ","","","","","","","","","0","1","","21.8","","2007-10-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1104; PositionRef=CBET 1104; Orig Type=II   ]",""
"4390","SN 2007nm","22:45:27.420","+10:39:32.69","SN Ic","","Anon.           ","","","","","","","","","0","1","","19.6","","2007-10-08 00:00:00.000","","[Discoverer=Djorgovski et al. (Palomar-Quest); DiscoveryRef=CBET 1105; PositionRef=CBET 1105; Orig Type=Ic   ]",""
"4391","SN 2007nn","23:06:27.430","+09:53:42.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2007-10-08 00:00:00.000","","[Discoverer=Djorgovski et al. (Palomar-Quest); DiscoveryRef=CBET 1105; PositionRef=CBET 1105; Orig Type=Ia   ]",""
"4392","SN 2007no","02:41:05.700","-03:38:14.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.5","","2007-10-09 00:00:00.000","","[Discoverer=Djorgovski et al. (Palomar-Quest); DiscoveryRef=CBET 1105; PositionRef=CBET 1105; Orig Type=Ia   ]",""
