"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"1201","SN 1997bl","12:40:21.000","-11:44:39.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","1997-03-07 00:00:00.000","","[Discoverer=EROS; DiscoveryRef=IAUC 6605; PositionRef=IAUC 6605; Orig Type=Ia   ]",""
"1202","SN 1997bm","11:32:57.130","+50:14:43.58","SN I","","IC 705          ","","","","","","","","","0","1","","18","","1997-03-18 00:00:00.000","","[Discoverer=Mueller; DiscoveryRef=IAUC 6609; PositionRef=IAUC 6610; Orig Type=I    ]",""
"1203","SN 1997bn","08:19:02.201","+21:11:01.72","SN II","","UGC 4329        ","","","","","","","","","0","1","","16.4","","1997-04-03 00:00:00.000","","[Discoverer=BAO Supernova Survey; DiscoveryRef=IAUC 6612; PositionRef=IAUC 6613; Orig Type=II   ]",""
"1204","SN 1997bo","12:19:52.661","+07:43:49.69","SN II","","Anon.           ","","","","","","","","","0","1","","16.1","","1997-04-03 00:00:00.000","","[Discoverer=BAO Supernova Survey; DiscoveryRef=IAUC 6612; PositionRef=IAUC 6615; Orig Type=II   ]",""
"1205","SN 1997bp","12:46:53.750","-11:38:33.22","SN Ia","","NGC 4680        ","","","","","","","","","0","1","","13.8","","1997-04-06 00:00:00.000","","[Discoverer=Evans; DiscoveryRef=IAUC 6613; PositionRef=IAUC 6617; Orig Type=Ia   ]",""
"1206","SN 1997bq","10:17:05.330","+73:23:02.11","SN Ia","","NGC 3147        ","","","","","","","","","0","1","","16.1","","1997-04-07 00:00:00.000","","[Discoverer=Laurie; Zissell; DiscoveryRef=IAUC 6616; PositionRef=IAUC 6616; Orig Type=Ia   ]",""
"1207","SN 1997br","13:20:42.401","-22:02:12.30","SN Ia","","ESO 576-40      ","","","","","","","","","0","1","","14.5","","1997-04-10 00:00:00.000","","[Discoverer=BAO Supernova Survey; DiscoveryRef=IAUC 6623; PositionRef=IAUC 6623; Orig Type=Ia?  ]",""
"1208","SN 1997bs","11:20:14.251","+12:58:19.60","SN IIn","","NGC 3627        ","","","","","","","","","0","1","","17","","1997-04-15 00:00:00.000","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 6627; PositionRef=IAUC 6632; Orig Type=IIn? ]",""
"1209","SN 1997bt","11:06:15.101","-11:36:24.98","SN II","","Anon.           ","","","","","","","","","0","1","","19.5","","1997-03-31 00:00:00.000","","[Discoverer=Hardin; DiscoveryRef=IAUC 6628; PositionRef=IAUC 6628; Orig Type=II   ]",""
"1210"," 1997bu","10:06:09.989","-07:16:30.11","","","Anon.           ","","","","","","","","","0","1","","23","","1997-04-03 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6633; PositionRef=IAUC 6633; Orig Type=Unknown]",""
"1211"," 1997bv","09:33:48.790","+00:04:59.41","","","Anon.           ","","","","","","","","","0","1","","24","","1997-04-03 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6633; PositionRef=IAUC 6633; Orig Type=Unknown]",""
"1212","SN 1997bw","11:30:42.019","-00:37:56.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","24","","1997-04-03 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6633; PositionRef=IAUC 6633; Orig Type=Ia   ]",""
"1213","SN 1997bx","12:25:11.801","+00:04:54.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","23","","1997-04-03 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6633; PositionRef=IAUC 6633; Orig Type=Ia   ]",""
"1214","SN 1997by","13:27:27.540","-27:19:21.68","SN Ia","","IC 4252         ","","","","","","","","","0","1","","16.2","","1997-04-27 00:00:00.000","","[Discoverer=Mount Stromlo Abell Cluster Supernova Search Team; DiscoveryRef=IAUC 6639; PositionRef=IAUC 6639; Orig Type=Ia   ]",""
"1215","SN 1997bz","11:22:25.459","+01:11:21.52","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.5","","1997-04-27 00:00:00.000","","[Discoverer=Mount Stromlo Abell Cluster Supernova Search Team; DiscoveryRef=IAUC 6641; PositionRef=IAUC 6641; Orig Type=Ia   ]",""
"1216","SN 1997C","10:13:56.179","+38:49:00.52","SN Ic","","NGC 3160        ","","","","","","","","","0","1","","17.5","","1997-01-13 00:00:00.000","","[Discoverer=BAO Supernova Survey; DiscoveryRef=IAUC 6536; PositionRef=IAUC 6536; Orig Type=Ic   ]",""
"1217","SN 1997ca","14:16:40.241","+52:31:59.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.6","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=Ia   ]",""
"1218","SN 1997cb","14:17:55.409","+52:19:00.59","SN II","","Anon.           ","","","","","","","","","0","1","","23.7","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=II   ]",""
"1219"," 1997cc","14:16:33.590","+52:23:37.72","","","Anon.           ","","","","","","","","","0","1","","23.5","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=Unknown]",""
"1220","SN 1997cd","17:06:17.071","+44:04:34.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.9","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=Ia   ]",""
"1221","SN 1997ce","17:07:48.259","+44:01:26.18","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.3","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=Ia   ]",""
"1222"," 1997cf","17:06:43.080","+43:54:14.00","","","Anon.           ","","","","","","","","","0","1","","23.7","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=Unknown]",""
"1223"," 1997cg","17:06:46.961","+43:49:14.09","","","Anon.           ","","","","","","","","","0","1","","23.5","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=Unknown]",""
"1224"," 1997ch","12:37:28.920","+62:06:42.80","","","Anon.           ","","","","","","","","","0","1","","23.5","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=Unknown]",""
"1225"," 1997ci","12:37:13.409","+62:05:20.51","","","Anon.           ","","","","","","","","","0","1","","23.5","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=Unknown]",""
"1226","SN 1997cj","12:37:04.270","+62:26:24.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.8","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=Ia   ]",""
"1227"," 1997ck","16:53:00.269","+35:03:46.40","","","Anon.           ","","","","","","","","","0","1","","24","","1997-04-29 00:00:00.000","","[Discoverer=High-Z Supernova Search Team; DiscoveryRef=IAUC 6646; PositionRef=IAUC 6646; Orig Type=Unknown]",""
"1228","SN 1997cl","13:54:18.710","-27:44:27.89","SN IIn","","Anon.           ","","","","","","","","","0","1","","18.3","","1997-05-02 00:00:00.000","","[Discoverer=Mount Stromlo Abell Cluster Supernova Search Team; DiscoveryRef=IAUC 6647; PositionRef=IAUC 6647; Orig Type=IIn  ]",""
"1229"," 1997cm","12:53:37.030","-28:48:48.49","","","Anon.           ","","","","","","","","","0","1","","20.6","","1997-05-06 00:00:00.000","","[Discoverer=Mount Stromlo Abell Cluster Supernova SearchTeam; DiscoveryRef=IAUC 6654; PositionRef=IAUC 6654; Orig Type=Unknown]",""
"1230","SN 1997cn","14:09:57.761","+17:32:32.32","SN Ia","","NGC 5490        ","","","","","","","","","0","1","","15.8","","1997-05-14 00:00:00.000","","[Discoverer=BAO Supernova Search; DiscoveryRef=IAUC 6661; PositionRef=IAUC 6661; Orig Type=Ia?  ]",""
"1231","SN 1997co","13:24:01.181","+09:42:22.90","SN II","","NGC 5125        ","","","","","","","","","0","1","","18.2","","1997-05-29 00:00:00.000","","[Discoverer=BAO Supernova Search; DiscoveryRef=IAUC 6672; PositionRef=IAUC 6672; Orig Type=II   ]",""
