"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"3501","SN 2006az","12:12:14.681","+56:10:45.80","SN Ia","","NGC 4172        ","","","","","","","","","0","1","","17.1","","2006-03-23 00:00:00.000","","[Discoverer=Newton, Cox, Puckett; DiscoveryRef=IAUC 8691; PositionRef=IAUC 8691; Orig Type=Ia   ]",""
"3502","SN 2006B","23:21:09.780","+33:24:01.19","SN Ia","","UGC 12538       ","","","","","","","","","0","1","","16.7","","2006-01-08 00:00:00.000","","[Discoverer=Puckett, Sostero; DiscoveryRef=CBET 356; PositionRef=CBET  356; Orig Type=Ia   ]",""
"3503","SN 2006ba","09:43:13.399","-09:36:52.99","SN IIb","","NGC 2980        ","","","","","","","","","0","1","","18.4","","2006-03-19 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 443; PositionRef=CBET  443; Orig Type=IIb  ]",""
"3504","SN 2006bb","08:33:31.090","+41:31:04.12","SN Ia","","UGC 4468        ","","","","","","","","","0","1","","17.4","","2006-03-25 00:00:00.000","","[Discoverer=Puckett, Gagliano; DiscoveryRef=CBET 444; PositionRef=CBET  444; Orig Type=Ia   ]",""
"3505","SN 2006bc","07:21:16.500","-68:59:57.30","SN II","","NGC 2397        ","","","","","","","","","0","1","","16","","2006-03-24 00:00:00.000","","[Discoverer=Martin; DiscoveryRef=CBET 446; PositionRef=CBET  446; Orig Type=II   ]",""
"3506","SN 2006bd","11:38:28.459","+20:31:34.39","SN Ia","","UGC 6609        ","","","","","","","","","0","1","","18.2","","2006-03-26 00:00:00.000","","[Discoverer=Puckett, Cox; DiscoveryRef=CBET 448; PositionRef=IAUC 8693; Orig Type=Ia   ]",""
"3507","SN 2006be","15:45:39.000","+28:05:19.21","SN II","","IC 4582         ","","","","","","","","","0","1","","15.4","","2006-03-24 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 449; PositionRef=IAUC 8693; Orig Type=II   ]",""
"3508","SN 2006bf","12:58:50.681","+09:39:30.10","SN Ib","","UGC 8093        ","","","","","","","","","0","1","","17.7","","2006-03-27 00:00:00.000","","[Discoverer=Puckett, Gagliano; DiscoveryRef=IAUC 8693; PositionRef=IAUC 8693; Orig Type=Ib?  ]",""
"3509"," 2006bg","11:35:25.169","+54:57:37.40","","","Anon.           ","","","","","","","","","0","1","","18.4","","2006-03-27 00:00:00.000","","[Discoverer=Holmes, Hoette; DiscoveryRef=CBET 456; PositionRef=IAUC 8697; Orig Type=Unknown]",""
"3510","SN 2006bh","22:40:16.099","-66:29:06.29","SN Ia","","NGC 7329        ","","","","","","","","","0","1","","14.8","","2006-04-02 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 457; PositionRef=IAUC 8697; Orig Type=Ia   ]",""
"3511"," 2006bi","13:59:11.520","+27:52:17.51","","","Anon.           ","","","","","","","","","0","1","","18.1","","2006-03-25 00:00:00.000","","[Discoverer=Holmes, Devore, Miller; DiscoveryRef=CBET 459; PositionRef=IAUC 8697; Orig Type=Unknown]",""
"3512","SN 2006bj","12:22:19.159","+07:37:25.28","SN II","","Anon.           ","","","","","","","","","0","1","","17.3","","2006-03-26 00:00:00.000","","[Discoverer=Quimby; DiscoveryRef=CBET 460; PositionRef=IAUC 8697; Orig Type=II   ]",""
"3513","SN 2006bk","15:04:33.610","+35:57:51.08","SN Ia","","MCG +06-33-20   ","","","","","","","","","0","1","","16.9","","2006-04-03 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=CBET 462; PositionRef=IAUC 8698; Orig Type=Ia   ]",""
"3514","SN 2006bl","15:39:50.621","+14:11:21.30","SN II","","MCG +02-40-9    ","","","","","","","","","0","1","","17.3","","2006-04-04 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=CBET 462; PositionRef=IAUC 8698; Orig Type=II   ]",""
"3515","SN 2006bm","11:18:21.410","+28:12:43.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2006-04-05 00:00:00.000","","[Discoverer=Puckett, Sostero; DiscoveryRef=CBET 465; PositionRef=IAUC 8699; Orig Type=Ia   ]",""
"3516","SN 2006bn","20:00:15.751","-38:34:18.30","SN Ia","","IC 4926         ","","","","","","","","","0","1","","18.4","","2006-04-05 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 467; PositionRef=IAUC 8699; Orig Type=Ia   ]",""
