"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4401","SN 2007nx","00:03:48.360","+00:21:31.39","SN IIn","","Anon.           ","","","","","","","","","0","1","","20.6","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1109; PositionRef=CBET 1109; Orig Type=IIn  ]",""
"4402","SN 2007ny","01:40:55.519","+00:13:07.79","SN IIP","","Anon.           ","","","","","","","","","0","1","","21.4","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1109; PositionRef=CBET 1109; Orig Type=II-P ]",""
"4403","SN 2007nz","03:25:11.350","-00:06:22.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.8","","2007-10-08 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1109; PositionRef=CBET 1109; Orig Type=Ia?  ]",""
"4404","SN 2007O","14:56:05.179","+45:24:16.88","SN Ia","","UGC 9612        ","","","","","","","","","0","1","","16.8","","2007-01-21 00:00:00.000","","[Discoverer=Lee, Li (LOSS); DiscoveryRef=CBET 818; PositionRef=IAUC 8804; Orig Type=Ia   ]",""
"4405","SN 2007oa","22:13:51.350","-00:55:13.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2007-10-09 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1109; PositionRef=CBET 1109; Orig Type=Ia   ]",""
"4406","SN 2007ob","23:12:25.990","+13:54:49.28","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2007-10-28 00:00:00.000","","[Discoverer=Yuan et al. (ROTSE); DiscoveryRef=CBET 1112; PositionRef=CBET 1112; Orig Type=Ia   ]",""
"4407","SN 2007oc","22:56:41.770","-36:46:22.30","SN II","","NGC 7418        ","","","","","","","","","0","1","","13.6","","2007-11-03 00:00:00.000","","[Discoverer=Pignata et al.; DiscoveryRef=CBET 1114; PositionRef=CBET 1114; Orig Type=II   ]",""
"4408","SN 2007od","23:55:48.679","+18:24:54.79","SN II","","UGC 12846       ","","","","","","","","","0","1","","14.4","","2007-11-02 00:00:00.000","","[Discoverer=Maticic (PIKA); DiscoveryRef=CBET 1116; PositionRef=CBET 1116; Orig Type=II   ]",""
"4409","SN 2007oe","00:24:10.339","+00:46:30.22","SN IIn","","Anon.           ","","","","","","","","","0","1","","21.6","","2007-09-22 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1117; PositionRef=CBET 1117; Orig Type=IIn  ]",""
"4410","SN 2007of","21:04:56.270","+00:03:39.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.8","","2007-10-06 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1117; PositionRef=CBET 1117; Orig Type=Ia?  ]",""
