"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"1651","SN 1999gb","08:10:13.699","+33:57:29.81","SN II","0.0175","NGC 2532        ","","","","None","","","","Other - Other","0","1","","16.1","","1999-11-22 00:00:00.000","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 7316; PositionRef=IAUC 7316; Orig Type=IIn  ]",""
"1652","SN 1999gc","01:05:10.870","-20:17:48.08","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.5","","1999-11-10 00:00:00.000","","[Discoverer=Antezana; DiscoveryRef=IAUC 7317; PositionRef=IAUC 7317; Orig Type=Ia   ]",""
"1653","SN 1999gd","08:38:24.610","+25:45:33.08","SN Ia","","NGC 2623        ","","","","","","","","","0","1","","17.8","","1999-11-24 00:00:00.000","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 7319; PositionRef=IAUC 7319; Orig Type=Ia   ]",""
"1654","SN 1999ge","00:56:43.759","-09:54:42.98","SN II","","NGC 309         ","","","","","","","","","0","1","","17.2","","1999-11-27 00:00:00.000","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 7321; PositionRef=IAUC 7321; Orig Type=II   ]",""
"1655","SN 1999gf","10:13:37.001","-00:56:09.60","SN Ia","","UGC 5515        ","","","","","","","","","0","1","","17.5","","1999-11-27 00:00:00.000","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 7321; PositionRef=IAUC 7321; Orig Type=Ia   ]",""
"1656","SN 1999gg","03:27:58.841","+39:54:19.01","SN II","","MCG +07-8-11    ","","","","","","","","","0","1","","16.8","","1999-11-06 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=IAUC 7326; PositionRef=IAUC 7326; Orig Type=II   ]",""
"1657","SN 1999gh","09:44:19.750","-21:16:25.00","SN Ia","","NGC 2986        ","","","","","","","","","0","1","","14.6","","1999-12-03 00:00:00.000","","[Discoverer=Takamizawa; DiscoveryRef=IAUC 7328; PositionRef=IAUC 7328; Orig Type=Ia   ]",""
"1658","SN 1999gi","10:18:16.661","+41:26:28.21","SN II","","NGC 3184        ","","","","","","","","","0","1","","14.5","","1999-12-09 00:00:00.000","","[Discoverer=Kushida; DiscoveryRef=IAUC 7329; PositionRef=IAUC 7329; Orig Type=II   ]",""
"1659","SN 1999gj","10:29:19.270","+26:06:19.19","SN Ia","","NGC 3251        ","","","","","","","","","0","1","","17.5","","1999-11-17 00:00:00.000","","[Discoverer=Armstrong; DiscoveryRef=IAUC 7330; PositionRef=IAUC 7330; Orig Type=Ia   ]",""
"1660","SN 1999gk","12:43:51.910","-00:32:55.39","SN II","","NGC 4653        ","","","","","","","","","0","1","","15.7","","1999-12-15 00:00:00.000","","[Discoverer=Berlind; DiscoveryRef=IAUC 7332; PositionRef=IAUC 7332; Orig Type=II   ]",""
