"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"111"," 1954D","00:32:11.150","+31:40:37.09","","","UGC 319         ","","","","","","","","","0","1","","17.4","","1954-10-03 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 79, 456; PositionRef=PASP 105, 1250; Orig Type=Unknown]",""
"112"," 1954E","01:57:39.200","+35:54:29.00","","","NGC 753         ","","","","","","","","","0","1","","18.5","","1954-09-26 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 82, 736; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"113"," 1954F","00:21:06.100","+26:30:45.00","","","CGCG 479-4","","","","","","","","","0","1","","18.8","","1954-08-30 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 82, 736; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"114"," 1954G","12:35:24.000","-19:15:00.00","","","[TB93] 1232.8-1858","","","","","","","","","0","1","","16.6","","1954-03-06 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 82, 736; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"115"," 1954H","13:10:32.200","-07:39:14.00","","","MCG -1-34-10","","","","","","","","","0","1","","17.4","","1954-05-30 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 82, 736; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"116"," 1954I","11:14:35.000","-20:54:20.00","","","Anon.           ","","","","","","","","","0","1","","17.3","","1954-01-04 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 84, 844; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"117"," 1954J","07:36:55.361","+65:37:52.10","","","NGC 2403        ","","","","","","","","","0","1","","0","","","","[Discoverer=Zwicky; pre-SN outburst of eta-Car-type star; DiscoveryRef=PASP 84, 844; PositionRef=PASP 117, 554; Orig Type=Unknown]",""
"118"," 1954K","08:45:35.400","+61:09:03.00","","","2MASX J08453509+6108595","","","","","","","","","0","1","","15","","1954-11-26 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 84, 844; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"119"," 1954L","11:01:06.200","+12:19:58.00","","","CGCG 66-95","","","","","","","","","0","1","","19.3","","1954-02-10 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"120"," 1954M","14:49:37.200","+10:16:36.00","","","Anon.           ","","","","","","","","","0","1","","17.5","","1954-06-03 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"121"," 1954N","14:45:49.600","+10:10:31.00","","","Anon.           ","","","","","","","","","0","1","","18","","1954-06-03 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"122"," 1954O","14:19:43.700","+13:20:13.00","","","2MASX J14194531+1319593","","","","","","","","","0","1","","17.6","","1954-05-04 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"123"," 1954P","13:48:01.100","+09:20:16.00","","","Anon.           ","","","","","","","","","0","1","","19.5","","1954-06-01 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"124"," 1954Q","13:53:27.400","+09:43:24.00","","","Anon.           ","","","","","","","","","0","1","","18.5","","1954-06-01 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"125"," 1954R","00:40:41.000","-13:53:40.00","","","NGC 210         ","","","","","","","","","0","1","","15.9","","1954-09-07 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"126"," 1954S","00:35:44.100","-08:30:35.00","","","Anon.           ","","","","","","","","","0","1","","17.4","","1954-09-07 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"127"," 1954T","22:37:14.700","+03:43:29.00","","","2MASX J22371396+0343541","","","","","","","","","0","1","","19","","1954-07-31 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"128"," 1954U","23:58:51.300","-05:36:12.00","","","Anon.           ","","","","","","","","","0","1","","17.8","","1954-09-05 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"129"," 1954V","00:13:09.000","-07:35:12.00","","","Anon.           ","","","","","","","","","0","1","","20","","1954-09-05 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"130"," 1954W","14:28:40.300","+00:32:43.00","","","Anon.           ","","","","","","","","","0","1","","19.4","","1954-05-06 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 86, 516; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"131"," 1954X","13:51:12.100","+17:38:02.00","","","Anon.           ","","","","","","","","","0","1","","18.5","","1954-04-01 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 86, 516; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"132"," 1954Y","13:54:30.300","+15:02:18.00","","","UGC 8827        ","","","","","","","","","0","1","","19.4","","1954-04-01 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 86, 516; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"133"," 1954Z","09:45:14.800","+09:05:50.00","","","UGC 5215        ","","","","","","","","","0","1","","16","","1954-02-25 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 86, 516; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"134"," 1955A","12:11:14.400","+50:29:41.00","","","NGC 4157        ","","","","","","","","","0","1","","16","","1955-04-14 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 77, 456; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"135"," 1955B","01:07:32.700","-13:16:12.00","","","MCG -2-3-74","","","","","","","","","0","1","","15.8","","1955-09-21 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 68, 271; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"136"," 1955C","00:09:54.300","+25:55:39.00","","","NGC 23          ","","","","","","","","","0","1","","16","","1955-10-23 00:00:00.000","","[Discoverer=Sandage; DiscoveryRef=PASP 72, 208; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"137"," 1955D","00:51:59.400","-16:24:30.00","","","MCG -3-3-6","","","","","","","","","0","1","","15.5","","1955-11-18 00:00:00.000","","[Discoverer=Haro; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"138"," 1955E","12:22:59.300","+58:26:35.00","","","NGC 4335        ","","","","","","","","","0","1","","16.3","","1955-05-10 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=IAUC 2058; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"139"," 1955F","12:03:46.700","+01:42:35.00","","","CGCG 13-52","","","","","","","","","0","1","","19.5","","1955-04-20 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 84, 844; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"140"," 1955G","11:26:04.900","+03:29:20.00","","","Anon.           ","","","","","","","","","0","1","","19.4","","1955-04-16 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"141"," 1955H","11:10:48.000","+02:55:60.00","","","Anon.           ","","","","","","","","","0","1","","18.8","","1955-04-16 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 85, 427; PositionRef=PASP 85, 427; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"142"," 1955I","14:11:33.000","+01:08:49.00","","","Anon.           ","","","","","","","","","0","1","","19.3","","1955-05-17 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 86, 516; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"143"," 1955J","14:11:45.400","+00:42:58.00","","","Anon.           ","","","","","","","","","0","1","","17.9","","1955-05-17 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 86, 516; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"144"," 1955K","14:22:23.000","+15:04:15.00","","","UGC 9206        ","","","","","","","","","0","1","","18.4","","1955-05-12 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 86, 516; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"145"," 1955L","11:04:55.800","+30:03:02.00","","","MCG +5-26-47","","","","","","","","","0","1","","16.5","","1955-03-23 00:00:00.000","","[Discoverer=Lovas; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"146"," 1955M","15:07:25.800","+19:36:14.00","","","NGC 5857        ","","","","","","","","","0","1","","14.5","","1955-05-14 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 86, 516; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"147"," 1955N","11:11:16.500","+24:10:41.00","","","Anon.           ","","","","","","","","","0","1","","19.8","","1955-03-22 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 87, 401; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"148"," 1955O","11:12:27.400","+21:46:47.00","","","2MASX J11122693+2146471","","","","","","","","","0","1","","19.3","","1955-03-22 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 87, 401; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"149"," 1955P","11:32:06.700","+24:58:23.00","","","Anon.           ","","","","","","","","","0","1","","18.5","","1955-03-22 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=PASP 87, 401; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"150"," 1955Q","10:56:08.770","+24:09:24.91","","","Anon.           ","","","","","","","","","0","1","","17","","1955-03-24 00:00:00.000","","[Discoverer=Pollas; DiscoveryRef=IAUC 5450; PositionRef=PASP 105, 1250; Orig Type=Unknown]",""
