"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"301"," 1966F","12:28:47.000","+06:30:31.00","","","NGC 4453        ","","","","","","","","","0","1","","17.5","","1966-07-18 00:00:00.000","","[Discoverer=Rudnicki; DiscoveryRef=PASP 79, 456; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"302"," 1966G","01:24:37.800","+01:44:08.00","","","NGC 521         ","","","","","","","","","0","1","","15.5","","1966-08-16 00:00:00.000","","[Discoverer=Reaves, Lovas; DiscoveryRef=IAUC 1966; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"303"," 1966H","01:20:35.400","+03:25:42.00","","","Anon.           ","","","","","","","","","0","1","","19","","1966-09-19 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 79, 456; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"304"," 1966I","00:34:27.300","+30:23:33.00","","","PGC 2065","","","","","","","","","0","1","","16","","1966-09-16 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 79, 456; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"305","SN 1966J","10:19:45.800","+45:30:10.00","SN Ia","","NGC 3198        ","","","","","","","","","0","1","","13","","1966-12-20 00:00:00.000","","[Discoverer=Wild; DiscoveryRef=IAUC 1986; PositionRef=; Orig Type=Ia   ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"306"," 1966K","11:18:14.500","+28:16:51.00","","","UGC 6322        ","","","","","","","","","0","1","","17.8","","1966-12-19 00:00:00.000","","[Discoverer=Rudnicki; DiscoveryRef=PASP 79, 456; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"307"," 1966L","01:11:04.500","+33:50:53.00","","","UGC 738         ","","","","","","","","","0","1","","17.6","","1966-12-19 00:00:00.000","","[Discoverer=Rudnicki; DiscoveryRef=PASP 79, 456; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"308"," 1966M","02:37:06.600","+38:08:55.00","","","2MFGC 02075","","","","","","","","","0","1","","18.5","","1966-12-18 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 79, 456; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"309"," 1966N","04:36:49.600","-02:59:42.00","","","MCG -1-12-37","0.016","","","","","","","","0","1","","15","","1966-10-16 00:00:00.000","","[Discoverer=Rosino; DiscoveryRef=IAUC 1978; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"310"," 1966O","11:16:13.000","+29:21:37.00","","","Anon.           ","","","","","","","","","0","1","","0","","","","[Discoverer=Anderson, Luyten; DiscoveryRef=IAUC 2011; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"311"," 1967A","01:16:29.100","+03:00:49.00","","","Anon.           ","","","","","","","","","0","1","","17","","1967-01-03 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 80, 462; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"312"," 1967B","11:18:22.800","+03:51:36.00","","","Anon.           ","","","","","","","","","0","1","","14.5","","1967-01-14 00:00:00.000","","[Discoverer=Chavira; DiscoveryRef=IAUC 1992; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"313"," 1967C","10:48:25.200","+12:32:40.00","","","NGC 3389        ","","","","","","","","","0","1","","13","","1967-02-28 00:00:00.000","","[Discoverer=Chuadze; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"314"," 1967D","11:54:15.600","+20:01:27.00","","","Anon.           ","","","","","","","","","0","1","","19.5","","1967-02-12 00:00:00.000","","[Discoverer=Rudnicki; DiscoveryRef=PASP 80, 462; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"315"," 1967E","02:26:20.500","+42:51:35.00","","","MCG +7-6-18","","","","","","","","","0","1","","18","","1967-03-02 00:00:00.000","","[Discoverer=Rudnicki; DiscoveryRef=PASP 80, 462; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
