"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4801","SN 2008hm","03:27:10.901","+46:56:39.59","SN Ia","","IRAS 03236+4656 ","","","","","","","","","0","1","","17.5","","2008-11-25 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1586; PositionRef=CBET 1586; Orig Type=Ia   ]",""
"4802","SN 2008hn","08:14:14.249","+21:21:37.91","SN Ic","","NGC 2545        ","","","","","","","","","0","1","","18.4","","2008-11-25 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1586; PositionRef=CBET 1586; Orig Type=Ic   ]",""
"4803","SN 2008ho","02:25:04.001","-24:48:02.41","SN IIP","","NGC 922         ","","","","","","","","","0","1","","16.5","","2008-11-26 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1587; PositionRef=CBET 1587; Orig Type=IIP  ]",""
"4804","SN 2008hp","09:43:26.220","+25:10:21.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.4","","2008-11-22 00:00:00.000","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1589; PositionRef=CBET 1589; Orig Type=Ia   ]",""
"4805","SN 2008hq","07:41:31.411","+51:41:17.41","SN Ia","","UGC 3963        ","","","","","","","","","0","1","","19.3","","2008-11-22 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1593; PositionRef=CBET 1593; Orig Type=Ia   ]",""
"4806","SN 2008hr","09:18:52.421","+18:57:20.81","SN Ia","","Anon.           ","","","","","","","","","0","1","","19","","2008-11-23 00:00:00.000","","[Discoverer=Ferrando; DiscoveryRef=CBET 1595; PositionRef=CBET 1595; Orig Type=Ia   ]",""
"4807","SN 2008hs","02:25:29.621","+41:50:35.09","SN Ia","","NGC 910         ","","","","","","","","","0","1","","17.7","","2008-12-01 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1598; PositionRef=CBET 1598; Orig Type=Ia   ]",""
"4808","SN 2008ht","09:24:23.491","+28:17:43.19","SN Ib","","UGC 5002        ","","","","","","","","","0","1","","17.2","","2008-11-23 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1600; PositionRef=CBET 1600; Orig Type=Ib   ]",""
"4809","SN 2008hu","08:09:14.760","-18:39:13.10","SN Ia","","ESO 561-G18     ","","","","","","","","","0","1","","18.6","","2008-12-01 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1600; PositionRef=CBET 1600; Orig Type=Ia   ]",""
"4810","SN 2008hv","09:07:34.061","+03:23:32.10","SN Ia","","NGC 2765        ","","","","","","","","","0","1","","17.7","","2008-12-02 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1601; PositionRef=CBET 1601; Orig Type=Ia   ]",""
