"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"3051","SN 2004he","02:29:48.790","-08:20:45.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","23","","2004-11-14 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3052","SN 2004hf","02:32:00.139","-08:42:23.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2004-11-16 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3053","SN 2004hg","02:34:55.190","-08:30:43.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.7","","2004-11-16 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3054","SN 2004hh","02:06:25.010","-04:38:03.98","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.4","","2004-11-20 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3055","SN 2004hi","02:08:38.820","-05:08:11.69","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.4","","2004-11-20 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3056","SN 2004hj","02:29:41.930","-08:43:49.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2004-11-20 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3057","SN 2004hk","23:27:04.380","-08:38:45.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2004-12-05 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3058","SN 2004hl","01:13:38.170","-00:27:38.99","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2004-12-07 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3059","SN 2004hm","02:28:03.110","-07:42:29.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.5","","2004-12-07 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3060","SN 2004hn","01:13:32.381","+00:37:15.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.5","","2004-12-09 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3061","SN 2004ho","02:06:16.030","-03:52:27.70","SN II","","Anon.           ","","","","","","","","","0","1","","22.3","","2004-12-09 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=II   ]",""
"3062","SN 2004hp","02:09:35.520","-03:46:23.48","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2004-12-09 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3063","SN 2004hq","02:30:18.041","-08:22:25.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.1","","2004-12-09 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3064","SN 2004hr","01:08:48.329","+00:00:49.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.6","","2004-12-11 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3065","SN 2004hs","02:09:33.689","-04:13:04.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.1","","2004-12-13 00:00:00.000","","[Discoverer=Blondin, ESSENCE; DiscoveryRef=IAUC 8464; PositionRef=IAUC 8464; Orig Type=Ia   ]",""
"3066","SN 2004ht","01:04:48.670","-00:53:45.49","SN II","","Anon.           ","","","","","","","","","0","1","","21.1","","2004-09-22 00:00:00.000","","[Discoverer=Frieman, SDSS collaboration; DiscoveryRef=IAUC 8481; PositionRef=IAUC 8481; Orig Type=II   ]",""
"3067","SN 2004hu","01:15:02.419","+00:15:42.91","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.3","","2004-09-22 00:00:00.000","","[Discoverer=Frieman, SDSS Collaboration; DiscoveryRef=IAUC 8481; PositionRef=IAUC 8481; Orig Type=Ia   ]",""
"3068","SN 2004hv","23:48:25.951","+01:03:50.29","SN II","","Anon.           ","","","","","","","","","0","1","","20.2","","2004-09-22 00:00:00.000","","[Discoverer=Frieman, SDSS Collaboration; DiscoveryRef=IAUC 8481; PositionRef=IAUC 8481; Orig Type=II   ]",""
