"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4751","SN 2008fq","20:25:06.190","-24:48:27.61","SN II","","NGC 6907        ","","","","","","","","","0","1","","15.4","","2008-09-15 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1507; PositionRef=CBET 1507; Orig Type=II   ]",""
"4752","SN 2008fr","01:11:49.140","+14:38:26.99","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.3","","2008-09-14 00:00:00.000","","[Discoverer=Yuan et al. (ROTSE); DiscoveryRef=CBET 1513; PositionRef=CBET 1513; Orig Type=Ia   ]",""
"4753","SN 2008fs","01:09:05.750","+14:45:16.88","SN Ib/c","","Anon.           ","","","","","","","","","0","1","","18.2","","2008-09-21 00:00:00.000","","[Discoverer=Yuan et al. (ROTSE); DiscoveryRef=CBET 1513; PositionRef=CBET 1513; Orig Type=Ib/c ]",""
"4754"," 2008ft","03:50:18.540","+70:05:46.39","","","Anon.           ","","","","","","","","","0","1","","0","","","","[Discoverer=Nissinen, Hentunen; H II region?; DiscoveryRef=CBET 1515; PositionRef=CBET 1515; Orig Type=Unknown]",""
"4755","SN 2008fu","03:02:28.500","-24:27:21.49","SN Ia","","ESO 480-IG21    ","","","","","","","","","0","1","","17.4","","2008-09-25 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1517; PositionRef=CBET 1517; Orig Type=Ia   ]",""
"4756"," 2008fv","10:16:57.281","+73:24:36.40","","","NGC 3147        ","","","","","","","","","0","1","","16.5","","2008-09-27 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 1520; PositionRef=CBET 1520; Orig Type=Unknown]",""
"4757","SN 2008fw","10:28:55.970","-44:39:55.58","SN Ia","","NGC 3261        ","","","","","","","","","0","1","","14.3","","2008-09-19 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 1521; PositionRef=CBET 1521; Orig Type=Ia   ]",""
"4758","SN 2008fx","02:11:33.979","+23:52:49.58","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.7","","2008-09-23 00:00:00.000","","[Discoverer=Drake et al. (Catalina); DiscoveryRef=CBET 1523; PositionRef=CBET 1523; Orig Type=Ia   ]",""
"4759","SN 2008fy","02:24:08.861","+26:40:10.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2008-09-30 00:00:00.000","","[Discoverer=Drake et al. (Catalina); DiscoveryRef=CBET 1523; PositionRef=CBET 1523; Orig Type=Ia   ]",""
"4760","SN 2008fz","23:16:16.601","+11:42:47.48","SN Ic","","Anon.           ","","","","","","","","","0","1","","17.1","","2008-09-22 00:00:00.000","","[Discoverer=Drake et al. (Catalina); DiscoveryRef=CBET 1524; PositionRef=CBET 1524; Orig Type=Ic   ]",""
"4761","SN 2008G","03:45:46.020","+46:40:05.99","SN IIP","","UGC 2851        ","","","","","","","","","0","1","","18.3","","2008-01-01 00:00:00.000","","[Discoverer=Thrasher, Li, Filippenko (LOSS); DiscoveryRef=CBET 1208; PositionRef=CBET 1208; Orig Type=IIP  ]",""
"4762","SN 2008ga","04:45:24.000","+18:24:25.09","SN II","","Anon.           ","","","","","","","","","0","1","","17.6","","2008-09-24 00:00:00.000","","[Discoverer=Drake et al. (Catalina); DiscoveryRef=CBET 1526; PositionRef=CBET 1526; Orig Type=II   ]",""
"4763","SN 2008gb","02:57:57.130","+46:51:56.59","SN Ia","","UGC 2427        ","","","","","","","","","0","1","","16.9","","2008-10-04 00:00:00.000","","[Discoverer=Puckett, Gagliano; DiscoveryRef=CBET 1527; PositionRef=CBET 1527; Orig Type=Ia   ]",""
"4764","SN 2008gc","02:10:36.629","-53:45:59.51","SN Ib/c","","Anon.           ","","","","","","","","","0","1","","17.4","","2008-10-03 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1529; PositionRef=CBET 1529; Orig Type=Ib/c ]",""
"4765","SN 2008gd","01:20:44.030","+14:41:37.00","SN II","","Anon.           ","","","","","","","","","0","1","","18.8","","2008-09-27 00:00:00.000","","[Discoverer=Yuan et al. (ROTSE); DiscoveryRef=CBET 1532; PositionRef=CBET 1532; Orig Type=II   ]",""
"4766","SN 2008ge","04:08:24.679","-47:53:47.40","SN Ia","","NGC 1527        ","","","","","","","","","0","1","","12.8","","2008-10-08 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1531; PositionRef=CBET 1531; Orig Type=Ia   ]",""
"4767","SN 2008gf","09:44:31.399","+55:45:31.10","SN II","","UGC 5201        ","","","","","","","","","0","1","","16.7","","2008-10-09 00:00:00.000","","[Discoverer=Duszanowicz; DiscoveryRef=CBET 1537; PositionRef=CBET 1537; Orig Type=II   ]",""
"4768","SN 2008gg","01:25:23.040","-18:10:20.78","SN Ia","","NGC 539         ","","","","","","","","","0","1","","16.3","","2008-10-09 00:00:00.000","","[Discoverer=Drake et al. (Catalina); DiscoveryRef=CBET 1538; PositionRef=CBET 1538; Orig Type=Ia   ]",""
"4769","SN 2008gh","07:40:56.549","+55:25:32.30","SN Ia","","UGC 3957        ","","","","","","","","","0","1","","18.7","","2008-10-11 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1539; PositionRef=CBET 1539; Orig Type=Ia   ]",""
"4770","SN 2008gi","02:44:00.331","+05:25:42.82","SN II","","Anon.           ","","","","","","","","","0","1","","17.5","","2008-10-12 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1539; PositionRef=CBET 1539; Orig Type=II   ]",""
"4771","SN 2008gj","22:36:28.570","+21:37:55.31","SN Ic","","NGC 7321        ","","","","","","","","","0","1","","18.2","","2008-10-19 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1541; PositionRef=CBET 1541; Orig Type=Ic   ]",""
"4772","SN 2008gk","18:53:04.481","+38:45:44.39","SN Ib/c","","Anon.           ","","","","","","","","","0","1","","18.2","","2008-10-20 00:00:00.000","","[Discoverer=Maticic; DiscoveryRef=CBET 1544; PositionRef=CBET 1544; Orig Type=Ib/c ]",""
"4773","SN 2008gl","01:20:54.821","+04:48:19.12","SN Ia","","UGC 881         ","","","","","","","","","0","1","","16.3","","2008-10-20 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1545; PositionRef=CBET 1545; Orig Type=Ia   ]",""
"4774","SN 2008gm","23:14:12.391","-02:46:52.39","SN II","0.0117","NGC 7530        ","","","","None","","","","FLWO-1.5m - FAST","0","1","","17","","2008-10-22 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1549; PositionRef=CBET 1549; Orig Type=IIn  ]",""
"4775","SN 2008gn","04:06:29.501","+14:52:14.02","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.8","","2008-09-24 00:00:00.000","","[Discoverer=Catelan, Drake et al. (CRTS); DiscoveryRef=CBET 1552; PositionRef=CBET 1552; Orig Type=Ia   ]",""
"4776","SN 2008go","22:10:44.830","-20:47:17.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.8","","2008-10-22 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1553; PositionRef=CBET 1553; Orig Type=Ia   ]",""
"4777","SN 2008gp","03:23:00.730","+01:21:42.80","SN Ia","","MCG +00-9-74    ","","","","","","","","","0","1","","18.4","","2008-10-27 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1555; PositionRef=CBET 1555; Orig Type=Ia   ]",""
"4778","SN 2008gq","10:11:08.851","-13:47:21.41","SN IIP","","MCG -02-26-39   ","","","","","","","","","0","1","","16.4","","2008-10-27 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1556; PositionRef=CBET 1556; Orig Type=IIp  ]",""
"4779","SN 2008gr","00:45:32.280","-26:34:20.21","SN IIP","","IC 1579         ","","","","","","","","","0","1","","17.2","","2008-10-29 00:00:00.000","","[Discoverer=Puckett, Gagliano; DiscoveryRef=CBET 1557; PositionRef=CBET 1557; Orig Type=IIp  ]",""
"4780","SN 2008gs","01:27:05.779","+03:13:05.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2008-09-21 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 1559; PositionRef=CBET 1559; Orig Type=Ia   ]",""
"4781","SN 2008gt","22:44:43.690","-03:08:51.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.4","","2008-10-29 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 1559; PositionRef=CBET 1559; Orig Type=Ia   ]",""
"4782","SN 2008gu","01:13:41.491","+04:47:17.99","SN II","","Anon.           ","","","","","","","","","0","1","","17.7","","2008-10-30 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 1559; PositionRef=CBET 1559; Orig Type=II   ]",""
"4783"," 2008gv","01:52:31.709","+33:27:51.98","","","Anon.           ","","","","","","","","","0","1","","19.7","","2008-10-31 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 1559; PositionRef=CBET 1559; Orig Type=Unknown]",""
"4784","SN 2008gw","04:39:26.210","+09:08:31.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.3","","2008-11-03 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 1559; PositionRef=CBET 1559; Orig Type=Ia   ]",""
