"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"551"," 1981J","14:03:17.500","+38:31:29.00","","","UGC 8975        ","","","","","","","","","0","1","","15","","1981-03-11 00:00:00.000","","[Discoverer=Sanduleak; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"552","SN 1981K","12:18:59.460","+47:19:31.12","SN II","","NGC 4258        ","","","","","","","","","0","1","","17","","1981-11-03 00:00:00.000","","[Discoverer=Hummel, Wild; DiscoveryRef=IAUC 3803; PositionRef=IAUC 3803; Orig Type=II   ]",""
"553"," 1982A","11:58:06.100","-29:03:14.00","","","MCG -5-28-17","","","","","","","","","0","1","","16.5","","1982-01-19 00:00:00.000","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3661; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"554"," 1982aa","16:05:12.790","+20:32:38.29","","","NGC 6052        ","","","","","","","","","0","1","","0","","","","[Discoverer=Heeschen, Yin; DiscoveryRef=IAUC 5953; PositionRef=IAUC 5953; Orig Type=Unknown]",""
"555","SN 1982B","07:14:33.700","+84:23:12.00","SN Ia","","NGC 2268        ","","","","","","","","","0","1","","14","","1982-02-12 00:00:00.000","","[Discoverer=Wild; DiscoveryRef=IAUC 3667; PositionRef=; Orig Type=Ia   ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"556"," 1982C","12:13:23.700","+28:29:32.00","","","NGC 4185        ","","","","","","","","","0","1","","17.5","","1982-03-22 00:00:00.000","","[Discoverer=Lovas; DiscoveryRef=IAUC 3683; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"557"," 1982D","14:35:04.500","+05:20:55.00","","","NGC 5679        ","","","","","","","","","0","1","","18","","1982-03-23 00:00:00.000","","[Discoverer=Arp, Sulentic; DiscoveryRef=IAUC 3681; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"558"," 1982E","03:26:39.600","-21:17:13.00","","","NGC 1332        ","","","","","","","","","0","1","","14","","1982-03-29 00:00:00.000","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3684; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"559"," 1982F","12:30:38.700","+41:37:60.00","","","NGC 4490        ","","","","","","","","","0","1","","16","","1982-03-29 00:00:00.000","","[Discoverer=Wild; DiscoveryRef=IAUC 3689; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"560"," 1982G","13:21:23.300","-35:47:44.00","","","Anon.           ","","","","","","","","","0","1","","18","","1982-04-16 00:00:00.000","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3693; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"561"," 1982H","22:59:01.800","-40:36:49.00","","","Anon.           ","","","","","","","","","0","1","","18","","1982-05-30 00:00:00.000","","[Discoverer=Gonzalez; DiscoveryRef=IAUC 3702; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"562"," 1982I","20:25:46.700","-46:08:43.00","","","ESO 285-G10","","","","","","","","","0","1","","18.5","","1982-06-21 00:00:00.000","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3707; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"563"," 1982J","13:39:42.300","-31:43:11.00","","","Anon.           ","","","","","","","","","0","1","","16.5","","1982-06-22 00:00:00.000","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3708; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"564"," 1982K","20:10:56.600","-55:37:05.00","","","Anon.           ","","","","","","","","","0","1","","18.5","","","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3709; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"565","SN 1982L","23:36:29.700","-37:55:51.00","SN II","","NGC 7713        ","","","","","","","","","0","1","","16","","1982-07-21 00:00:00.000","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3717; PositionRef=; Orig Type=II?  ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"566"," 1982M","00:06:50.100","-41:25:11.00","","","Anon.           ","","","","","","","","","0","1","","19.5","","1982-07-21 00:00:00.000","","[Discoverer=Gonzalez; DiscoveryRef=IAUC 3722; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"567"," 1982N","21:15:16.300","-65:55:14.00","","","Anon.           ","","","","","","","","","0","1","","17","","1982-08-18 00:00:00.000","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3722; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"568"," 1982O","01:24:32.300","+01:43:39.00","","","NGC 521         ","","","","","","","","","0","1","","15","","1982-08-19 00:00:00.000","","[Discoverer=Lovas; DiscoveryRef=IAUC 3724; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"569"," 1982P","00:31:24.100","-49:35:34.00","","0.021912","ESO 194-G24","","","","","","","","","0","1","","18","","1982-08-18 00:00:00.000","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3728; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"570"," 1982Q","02:32:11.200","-34:48:57.00","","","Anon.           ","","","","","","","","","0","1","","19","","1982-09-17 00:00:00.000","","[Discoverer=Gonzalez; DiscoveryRef=IAUC 3728; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"571","SN 1982R","03:02:39.511","-22:51:01.40","SN I","","NGC 1187        ","","","","","","","","","0","1","","14.4","","1982-10-24 00:00:00.000","","[Discoverer=Muller, Pizarro; DiscoveryRef=IAUC 3739; PositionRef=IAUC 3749; Orig Type=I    ]",""
"572"," 1982S","00:43:20.900","-55:19:39.00","","","ESO 150-G20","","","","","","","","","0","1","","18.5","","1982-10-19 00:00:00.000","","[Discoverer=Gonzalez; DiscoveryRef=IAUC 3741; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"573"," 1982T","06:40:31.100","-37:02:46.00","","","Anon.           ","","","","","","","","","0","1","","17","","1982-10-19 00:00:00.000","","[Discoverer=Gonzalez; DiscoveryRef=IAUC 3741; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"574"," 1982U","06:35:38.900","-39:15:41.00","","","ESO 308-G16     ","","","","","","","","","0","1","","16","","1982-11-11 00:00:00.000","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3745; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"575"," 1982V","02:40:18.890","+32:15:59.51","","","UGC 2156        ","","","","","","","","","0","1","","15.2","","1982-11-22 00:00:00.000","","[Discoverer=Wild; DiscoveryRef=IAUC 3749; PositionRef=IAUC 3749; Orig Type=Unknown]",""
"576","SN 1982W","14:07:09.050","+55:01:07.79","SN I","","NGC 5485        ","","","","","","","","","0","1","","15","","1982-12-14 00:00:00.000","","[Discoverer=Lovas; DiscoveryRef=IAUC 3756; PositionRef=IAUC 3756; Orig Type=I    ]",""
"577"," 1982X","09:07:11.100","+50:42:46.00","","","UGC 4778        ","","","","","","","","","0","1","","16.5","","","","[Discoverer=Lovas; DiscoveryRef=IAUC 3671; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"578"," 1982Y","10:07:56.700","+68:21:24.00","","","UGC 5449        ","","","","","","","","","0","1","","17","","","","[Discoverer=Lovas; DiscoveryRef=IAUC 3671; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"579"," 1982Z","07:35:38.071","-47:16:47.50","","","Anon.           ","","","","","","","","","0","1","","19","","1982-02-12 00:00:00.000","","[Discoverer=McNaught; DiscoveryRef=IAUC 5469; PositionRef=IAUC 5469; Orig Type=Unknown]",""
"580"," 1983A","12:52:37.690","-39:01:58.01","","","ESO 323-G25     ","","","","","","","","","0","1","","17.5","","1983-01-13 00:00:00.000","","[Discoverer=Wischnjewsky; DiscoveryRef=IAUC 3764; PositionRef=IAUC 3764; Orig Type=Unknown]",""
"581"," 1983aa","11:01:36.000","+07:13:60.00","","","Anon.           ","","","","","","","","","0","1","","19.6","","","","[Discoverer=; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"582"," 1983ab","16:22:34.000","+36:45:25.00","","","KUG 1620+368","","","","","","","","","0","1","","17.1","","1983-08-27 00:00:00.000","","[Discoverer=Antipin; DiscoveryRef=IAUC 6539; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"583"," 1983B","11:10:26.200","+58:23:33.00","","","Anon.           ","","","","","","","","","0","1","","17","","1983-02-04 00:00:00.000","","[Discoverer=Turatto; DiscoveryRef=IAUC 3770; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"584"," 1983C","11:54:15.800","-29:03:26.00","","","Anon.           ","","","","","","","","","0","1","","19","","1983-01-12 00:00:00.000","","[Discoverer=Maza; DiscoveryRef=IAUC 3777; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"585"," 1983D","03:26:48.700","-55:04:24.00","","","Anon.           ","","","","","","","","","0","1","","17.5","","1983-02-15 00:00:00.000","","[Discoverer=Gonzalez; DiscoveryRef=IAUC 3784; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"586"," 1983E","09:53:42.840","+01:34:34.39","","","NGC 3044        ","","","","","","","","","0","1","","14","","1983-03-13 00:00:00.000","","[Discoverer=Metlov; DiscoveryRef=IAUC 3787; PositionRef=IAUC 3789; Orig Type=Unknown]",""
"587"," 1983F","18:42:21.300","-67:02:07.00","","","2MFGC 14543","","","","","","","","","0","1","","0","","1983-03-12 00:00:00.000","","[Discoverer=Gonzalez; DiscoveryRef=IAUC 3787; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"588","SN 1983G","12:52:20.950","-01:12:12.31","SN Ia","","NGC 4753        ","","","","","","","","","0","1","","13","","1983-04-04 00:00:00.000","","[Discoverer=Okazaki; Evans; Tsvetkov; DiscoveryRef=IAUC 3789; PositionRef=IAUC 3792; Orig Type=Ia   ]",""
"589"," 1983H","16:32:39.200","+78:11:53.00","","","NGC 6217        ","","","","","","","","","0","1","","0","","","","[Discoverer=Doroshenko, Tsvetkov; Foreground star; DiscoveryRef=IAUC 3813; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"590"," 1983I","12:03:11.800","+44:31:09.00","","","NGC 4051        ","","","","","","","","","0","1","","13.5","","1983-05-11 00:00:00.000","","[Discoverer=Kielkopf et al., Tsvetkov; DiscoveryRef=IAUC 3813; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"591"," 1983J","10:04:07.600","+31:11:08.00","","","NGC 3106        ","","","","","","","","","0","1","","16","","1983-04-08 00:00:00.000","","[Discoverer=Metlova; DiscoveryRef=IAUC 3815; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
