"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"5001","SN 2009fe","16:47:34.810","+49:50:00.38","SN II","","Anon.           ","","","","","","","","","0","1","","18.1","","2009-05-17 00:00:00.000","","[Discoverer=Kasliwal et al. (PTF); DiscoveryRef=CBET 1820; PositionRef=CBET 1820; Orig Type=II   ]",""
"5002","SN 2009ff","16:33:10.920","+53:05:30.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.5","","2009-05-17 00:00:00.000","","[Discoverer=Kasliwal et al. (PTF); DiscoveryRef=CBET 1820; PositionRef=CBET 1820; Orig Type=Ia   ]",""
"5003","SN 2009fg","12:54:23.731","+56:43:57.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.4","","2009-05-20 00:00:00.000","","[Discoverer=Kasliwal et al. (PTF); DiscoveryRef=CBET 1820; PositionRef=CBET 1820; Orig Type=Ia   ]",""
"5004","SN 2009fh","15:44:38.770","+45:47:51.22","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.4","","2009-05-20 00:00:00.000","","[Discoverer=Kasliwal et al. (PTF); DiscoveryRef=CBET 1820; PositionRef=CBET 1820; Orig Type=Ia   ]",""
"5005","SN 2009fi","14:06:05.801","+11:47:13.88","SN IIb","","Anon.           ","","","","","","","","","0","1","","17.7","","2009-05-30 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=CBET 1821; PositionRef=CBET 1821; Orig Type=IIb  ]",""
"5006","SN 2009fj","12:06:22.970","-44:27:34.31","SN Ia","","ESO 267-16      ","","","","","","","","","0","1","","13.8","","2009-05-27 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1822; PositionRef=CBET 1822; Orig Type=Ia   ]",""
"5007","SN 2009fk","22:44:23.899","-00:09:42.01","SN Ia","","NGC 7364        ","","","","","","","","","0","1","","18.5","","2009-05-29 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1823; PositionRef=CBET 1823; Orig Type=Ia   ]",""
"5008","SN 2009fl","16:25:10.099","+40:53:20.80","SN Ia-pec","","NGC 6146        ","","","","","","","","","0","1","","17.7","","2009-05-30 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1823; PositionRef=CBET 1823; Orig Type=Ia-p ]",""
"5009"," 2009fm","12:24:51.161","+24:35:02.90","","","Anon.           ","","","","","","","","","0","1","","19.3","","2009-04-24 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 1825; PositionRef=CBET 1825; Orig Type=Unknown]",""
"5010"," 2009fn","14:00:14.921","+20:17:29.90","","","Anon.           ","","","","","","","","","0","1","","19.4","","2009-05-13 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 1825; PositionRef=CBET 1825; Orig Type=Unknown]",""
