"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"1951","SN 2001ct","13:24:44.630","+27:15:27.22","SN II","","Anon.           ","","","","","","","","","0","1","","23.4","","2001-05-20 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 7649; PositionRef=IAUC 7649; Orig Type=II?  ]",""
"1952","SN 2001cu","13:25:32.729","+27:41:34.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","23.7","","2001-05-20 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 7649; PositionRef=IAUC 7649; Orig Type=Ia?  ]",""
"1953","SN 2001cv","13:25:34.841","+27:37:02.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","24.1","","2001-05-20 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 7649; PositionRef=IAUC 7649; Orig Type=Ia   ]",""
"1954","SN 2001cw","15:23:06.310","+29:39:31.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","24.3","","2001-05-20 00:00:00.000","","[Discoverer=Supernova Cosmology Project; DiscoveryRef=IAUC 7649; PositionRef=IAUC 7649; Orig Type=Ia   ]",""
"1955","SN 2001cx","22:58:00.281","+06:03:48.38","SN II","","UGC 12266       ","","","","","","","","","0","1","","18.1","","2001-06-25 00:00:00.000","","[Discoverer=Lick &amp; Tenagra Observatories Supernova Search; DiscoveryRef=IAUC 7651; PositionRef=IAUC 7651; Orig Type=II   ]",""
"1956","SN 2001cy","22:09:27.761","+40:59:16.51","SN II","","UGC 11927       ","","","","","","","","","0","1","","16.3","","2001-06-30 00:00:00.000","","[Discoverer=Lick &amp; Tenagra Observatories Supernova Search; DiscoveryRef=IAUC 7655; PositionRef=IAUC 7655; Orig Type=II   ]",""
"1957","SN 2001cz","12:47:30.170","-39:34:48.11","SN Ia","","NGC 4679        ","","","","","","","","","0","1","","14.7","","2001-07-04 00:00:00.000","","[Discoverer=Chassagne; DiscoveryRef=IAUC 7657; PositionRef=IAUC 7657; Orig Type=Ia   ]",""
"1958","SN 2001D","11:44:50.969","-01:36:18.40","SN II","","IC 728          ","","","","","","","","","0","1","","17.6","","2001-01-05 00:00:00.000","","[Discoverer=Lick &amp; Tenagra Observatories Supernova Search; DiscoveryRef=IAUC 7557; PositionRef=IAUC 7557; Orig Type=II   ]",""
"1959","SN 2001da","23:53:32.779","+08:07:02.60","SN Ia","","NGC 7780        ","","","","","","","","","0","1","","16.5","","2001-07-09 00:00:00.000","","[Discoverer=Lick &amp; Tenagra Observatories Supernova Search; DiscoveryRef=IAUC 7658; PositionRef=IAUC 7658; Orig Type=Ia   ]",""
"1960","SN 2001db","10:27:50.400","-43:54:20.99","SN II","","NGC 3256        ","","","","","","","","","0","1","","16.3","","2001-01-09 00:00:00.000","","[Discoverer=Maiolino, Della Valle, Vanzi, Mannucci; DiscoveryRef=IAUC 7661; PositionRef=IAUC 7661; Orig Type=II   ]",""
