"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4514","SN 2007sb","00:41:23.750","+00:24:42.98","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2007-10-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ia   ]",""
"4515","SN 2007sc","02:15:11.870","+00:32:09.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.1","","2007-11-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ia   ]",""
"4516","SN 2007sd","03:32:00.581","-00:39:42.70","SN IIP","","Anon.           ","","","","","","","","","0","1","","21","","2007-11-11 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=IIP  ]",""
"4517","SN 2007se","22:12:37.099","+00:47:48.19","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2007-11-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ia   ]",""
"4518","SN 2007sf","22:48:59.110","+01:12:21.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2007-11-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ia   ]",""
"4519","SN 2007sg","23:19:26.090","-00:54:05.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.7","","2007-11-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ia   ]",""
"4520","SN 2007sh","00:29:24.670","+00:49:53.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.2","","2007-11-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ia   ]",""
"4521","SN 2007si","01:59:51.139","+01:12:59.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.8","","2007-11-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ia   ]",""
"4522","SN 2007sj","00:10:39.631","-00:03:10.19","SN Ib/c","","Anon.           ","","","","","","","","","0","1","","21.2","","2007-11-17 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ib/c ]",""
"4523","SN 2007sk","01:27:05.249","+01:12:54.50","SN II","","Anon.           ","","","","","","","","","0","1","","21.9","","2007-11-17 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=II   ]",""
"4524","SN 2007sl","21:13:42.821","-00:50:16.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.3","","2007-11-17 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ia   ]",""
"4525","SN 2007sm","21:22:50.570","+00:25:17.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.4","","2007-11-27 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ia   ]",""
"4526","SN 2007sn","22:14:04.421","-00:12:47.48","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.3","","2007-11-27 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1167; PositionRef=CBET 1167; Orig Type=Ia   ]",""
"4527","SN 2007so","02:47:43.130","+13:15:14.80","SN Ia","","NGC 1109        ","","","","","","","","","0","1","","17","","2007-12-13 00:00:00.000","","[Discoverer=Madison, Li (LOSS); DiscoveryRef=CBET 1168; PositionRef=CBET 1168; Orig Type=Ia   ]",""
"4528","SN 2007sp","12:04:42.290","+49:11:09.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.8","","2007-12-14 00:00:00.000","","[Discoverer=Yuan, Quimby, Akerlof, Wheeler (ROTSE); DiscoveryRef=CBET 1169; PositionRef=CBET 1169; Orig Type=Ia   ]",""
"4529","SN 2007sq","08:47:16.130","-20:01:27.59","SN IIP","","MCG -03-23-5    ","","","","","","","","","0","1","","17.9","","2007-12-08 00:00:00.000","","[Discoverer=Parisky, Li (LOSS); DiscoveryRef=CBET 1170; PositionRef=CBET 1170; Orig Type=IIP  ]",""
"4530","SN 2007sr","12:01:52.800","-18:58:21.68","SN Ia","","NGC 4038        ","","","","","","","","","0","1","","12.9","","2007-12-18 00:00:00.000","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1172; PositionRef=CBET 1172; Orig Type=Ia   ]",""
"4531","SN 2007ss","12:41:06.070","+50:23:28.72","SN Ia","","NGC 4617        ","","","","","","","","","0","1","","16.6","","2007-12-20 00:00:00.000","","[Discoverer=Ichimura; DiscoveryRef=CBET 1175; PositionRef=CBET 1175; Orig Type=Ia   ]",""
"4532","SN 2007st","01:48:42.470","-48:38:57.80","SN Ia","","NGC 692         ","","","","","","","","","0","1","","15","","2007-12-22 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 1177; PositionRef=CBET 1177; Orig Type=Ia   ]",""
"4533","SN 2007su","22:19:08.880","+13:10:40.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.1","","2007-12-19 00:00:00.000","","[Discoverer=Yuan et al.; DiscoveryRef=CBET 1178; PositionRef=CBET 1178; Orig Type=Ia   ]",""
"4534"," 2007sv","10:52:40.051","+67:59:14.21","","","UGC 5979        ","","","","","","","","","0","1","","17.4","","2007-12-20 00:00:00.000","","[Discoverer=Duszanowicz; DiscoveryRef=CBET 1182; PositionRef=CBET 1182; Orig Type=Unknown]",""
"4535","SN 2007sw","12:13:36.881","+46:29:36.10","SN Ia","","UGC 7228        ","","","","","","","","","0","1","","16","","2007-12-29 00:00:00.000","","[Discoverer=Quimby et al.; DiscoveryRef=CBET 1185; PositionRef=CBET 1185; Orig Type=Ia   ]",""
"4536","SN 2007sx","01:10:09.250","-00:42:07.99","SN II","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-02 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=II   ]",""
"4537","SN 2007sy","01:15:25.990","+00:49:06.49","SN II","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-02 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=II   ]",""
"4538","SN 2007sz","02:07:00.230","-05:06:08.21","SN II","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-02 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=II   ]",""
"4539","SN 2007T","15:00:45.730","+49:59:24.29","SN II","","NGC 5828        ","","","","","","","","","0","1","","16.9","","2007-02-03 00:00:00.000","","[Discoverer=Madison, Li (LOSS); DiscoveryRef=CBET 833; PositionRef=IAUC 8804; Orig Type=II   ]",""
"4540","SN 2007ta","01:13:15.799","-00:01:31.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-04 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4541","SN 2007tb","01:14:41.251","+00:46:51.82","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-04 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4542","SN 2007tc","01:14:46.901","+00:17:06.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-04 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4543","SN 2007td","02:04:26.899","-03:44:18.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-04 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4544","SN 2007te","02:09:29.400","-03:35:35.02","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-04 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4545","SN 2007tf","01:09:59.350","-00:01:07.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-06 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4546","SN 2007tg","02:06:10.510","-04:42:23.18","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-06 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4547","SN 2007th","02:10:57.569","-05:00:24.91","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-06 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4548","SN 2007ti","02:10:09.840","-04:39:49.28","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-08 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4549","SN 2007tj","02:11:04.610","-04:11:49.99","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-08 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
"4550","SN 2007tk","02:30:24.610","-08:17:54.38","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2007-10-08 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 1186; PositionRef=CBET 1186; Orig Type=Ia   ]",""
