"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4251","SN 2007ii","00:33:34.051","+00:59:05.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","21","","2007-09-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1061; PositionRef=CBET 1061; Orig Type=Ia?  ]",""
"4252","SN 2007ij","23:57:21.960","+00:06:21.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.6","","2007-09-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1061; PositionRef=CBET 1061; Orig Type=Ia   ]",""
"4253","SN 2007ik","22:38:53.719","-01:10:01.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.9","","2007-09-05 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1061; PositionRef=CBET 1061; Orig Type=Ia   ]",""
"4254","SN 2007il","01:27:09.749","+14:46:46.49","SN II","","IC 1704         ","","","","","","","","","0","1","","18.4","","2007-09-10 00:00:00.000","","[Discoverer=Chu, Li (LOSS); DiscoveryRef=CBET 1062; PositionRef=CBET 1062; Orig Type=II   ]",""
"4255","SN 2007im","22:26:11.779","-12:08:09.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2007-08-31 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1063; PositionRef=CBET 1063; Orig Type=Ia   ]",""
"4256","SN 2007in","01:08:13.680","+18:44:26.99","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.4","","2007-09-09 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1063; PositionRef=CBET 1063; Orig Type=Ia   ]",""
"4257","SN 2007io","01:04:47.690","+04:31:16.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.8","","2007-09-10 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1063; PositionRef=CBET 1063; Orig Type=Ia   ]",""
"4258","SN 2007ip","01:35:08.820","+36:01:04.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2007-09-10 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1063; PositionRef=CBET 1063; Orig Type=Ia   ]",""
"4259","SN 2007iq","06:13:32.330","+69:43:49.19","SN Ic","","UGC 3416        ","","","","","","","","","0","1","","17.5","","2007-09-12 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=CBET 1064; PositionRef=CBET 1064; Orig Type=Ic   ]",""
"4260","SN 2007ir","02:33:41.899","+37:40:08.18","SN Ia","","UGC 2033        ","","","","","","","","","0","1","","17.4","","2007-09-12 00:00:00.000","","[Discoverer=Thrasher, Winslow, Li (LOSS); DiscoveryRef=CBET 1067; PositionRef=CBET 1067; Orig Type=Ia   ]",""
"4261","SN 2007is","16:47:14.590","+40:14:36.89","SN Ia","","UGC 10553       ","","","","","","","","","0","1","","16.6","","2007-09-14 00:00:00.000","","[Discoverer=Thrasher, Winslow, Li (LOSS); DiscoveryRef=CBET 1067; PositionRef=IAUC 8874; Orig Type=Ia   ]",""
"4262","SN 2007it","14:18:25.630","-43:22:53.80","SN II","","NGC 5530        ","","","","","","","","","0","1","","13.5","","2007-09-13 00:00:00.000","","[Discoverer=Evans; DiscoveryRef=CBET 1065; PositionRef=IAUC 8874; Orig Type=II   ]",""
"4263","SN 2007iu","01:25:20.110","+08:54:12.71","SN II","","Anon.           ","","","","","","","","","0","1","","18.6","","2007-09-14 00:00:00.000","","[Discoverer=Yuan et al. (ROTSE); DiscoveryRef=CBET 1069; PositionRef=CBET 1069; Orig Type=II   ]",""
"4264","SN 2007iv","00:01:53.220","+40:20:19.21","SN II","","UGC 12917       ","","","","","","","","","0","1","","19.6","","2007-09-14 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=CBET 1070; PositionRef=CBET 1070; Orig Type=II   ]",""
"4265"," 2007iw","13:59:58.699","-37:52:30.40","","","ESO 325-43      ","","","","","","","","","0","1","","17.1","","2007-09-13 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 1071; PositionRef=CBET 1071; Orig Type=Unknown]",""
"4266","SN 2007ix","00:51:30.881","-00:56:50.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.6","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=Ia   ]",""
"4267","SN 2007iy","20:41:05.959","-00:25:19.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.9","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=Ia   ]",""
"4268","SN 2007iz","21:17:35.501","+00:18:56.30","SN II","","Anon.           ","","","","","","","","","0","1","","22.2","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=II   ]",""
"4269","SN 2007J","02:18:51.701","+33:43:43.28","SN Ia","","UGC 1778        ","","","","","","","","","0","1","","18.2","","2007-01-15 00:00:00.000","","[Discoverer=Lee, Li (LOSS); Newton, Puckett; DiscoveryRef=CBET 809; PositionRef=IAUC 8798; Orig Type=Ia   ]",""
"4270","SN 2007ja","23:30:05.489","+00:43:32.30","SN IIP","","Anon.           ","","","","","","","","","0","1","","21.7","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=IIP  ]",""
"4271","SN 2007jb","00:26:33.790","+00:02:31.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2007-09-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=Ia   ]",""
